id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-00744,SIN-0245,Copia Matrícula,Sí,Sí,2023-06-13,No,
DOC-00745,SIN-0246,Factura Taller,Sí,Sí,2023-07-14,No,
DOC-00746,SIN-0246,Copia Licencia,Sí,Sí,2023-07-04,No,
DOC-00747,SIN-0246,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-00748,SIN-0246,Denuncia Policial,Sí,Sí,2023-07-06,No,
DOC-00749,SIN-0247,Informe Perito,Sí,Sí,2023-05-31,No,
DOC-00750,SIN-0247,Fotos Daño,Sí,Sí,2023-06-04,No,
DOC-00751,SIN-0247,Denuncia Policial,Sí,Sí,2023-06-01,No,
DOC-00752,SIN-0247,Copia Matrícula,Sí,Sí,2023-06-04,No,
DOC-00753,SIN-0248,Denuncia Policial,Sí,Sí,2023-05-19,No,
DOC-00754,SIN-0248,Informe Perito,Sí,Sí,2023-05-20,No,
DOC-00755,SIN-0248,Factura Taller,Sí,Sí,2023-05-30,No,
DOC-00756,SIN-0249,Póliza Original,Sí,Sí,2023-01-11,No,
DOC-00757,SIN-0249,Informe Médico,Sí,Sí,2023-01-23,No,
DOC-00758,SIN-0249,Copia Cédula Beneficiario,Sí,Sí,2023-01-22,No,
DOC-00759,SIN-0249,Acta de Defunción,Sí,Sí,2023-01-17,No,
DOC-00760,SIN-0250,Fotos Daño,Sí,Sí,2023-03-28,No,
DOC-00761,SIN-0250,Informe Perito,Sí,Sí,2023-04-06,No,
DOC-00762,SIN-0250,Copia Matrícula,Sí,Sí,2023-04-08,No,
DOC-00763,SIN-0251,Denuncia Policial,Sí,Sí,2023-11-27,No,
DOC-00764,SIN-0251,Fotos Daño,Sí,Sí,2023-11-28,No,
DOC-00765,SIN-0252,Resultados Exámenes,Sí,Sí,2023-12-12,No,
DOC-00766,SIN-0252,Historia Clínica,Sí,Sí,2023-12-06,No,
DOC-00767,SIN-0252,Informe Médico,Sí,Sí,2023-12-18,No,
DOC-00768,SIN-0253,Historia Clínica,Sí,Sí,2024-08-27,No,
DOC-00769,SIN-0253,Informe Médico,Sí,Sí,2024-08-30,No,
DOC-00770,SIN-0253,Recetas Médicas,Sí,Sí,2024-08-19,No,
DOC-00771,SIN-0254,Acta de Defunción,Sí,Sí,2025-01-03,No,
DOC-00772,SIN-0254,Póliza Original,No,No,2024-12-21,Sí,Sello del proveedor no reconocido
DOC-00773,SIN-0254,Informe Médico,Sí,Sí,2024-12-22,Sí,Fecha de emisión posterior a la fecha de reporte
DOC-00774,SIN-0255,Fotos Daño,Sí,Sí,2024-05-31,No,
DOC-00775,SIN-0255,Copia Matrícula,Sí,Sí,2024-05-28,No,
DOC-00776,SIN-0255,Copia Licencia,Sí,Sí,2024-05-29,No,
DOC-00777,SIN-0255,Informe Perito,Sí,Sí,2024-05-23,No,
DOC-00778,SIN-0256,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00779,SIN-0256,Fotos Daño,Sí,Sí,2024-04-04,No,
DOC-00780,SIN-0256,Denuncia Policial,Sí,Sí,2024-04-05,No,
DOC-00781,SIN-0257,Copia Licencia,Sí,Sí,2024-11-11,No,
DOC-00782,SIN-0257,Informe Perito,Sí,Sí,2024-11-14,No,
DOC-00783,SIN-0258,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-00784,SIN-0258,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00785,SIN-0258,Copia Matrícula,Sí,Sí,2023-06-24,No,
DOC-00786,SIN-0259,Fotos Daño,Sí,Sí,2023-06-16,No,
DOC-00787,SIN-0259,Factura Taller,Sí,Sí,2023-06-09,No,
DOC-00788,SIN-0259,Copia Licencia,Sí,Sí,2023-06-10,No,
DOC-00789,SIN-0259,Informe Perito,Sí,Sí,2023-06-19,No,
DOC-00790,SIN-0260,Copia Matrícula,Sí,Sí,2023-05-17,No,
DOC-00791,SIN-0260,Informe Perito,Sí,Sí,2023-05-09,No,
DOC-00792,SIN-0260,Factura Taller,Sí,Sí,2023-05-17,No,
DOC-00793,SIN-0261,Informe Bomberos,Sí,Sí,2024-03-27,No,
DOC-00794,SIN-0261,Acta Policial,Sí,Sí,2024-03-28,No,
DOC-00795,SIN-0262,Denuncia Policial,Sí,Sí,2023-02-25,No,
DOC-00796,SIN-0262,Informe Perito,Sí,Sí,2023-02-22,No,
DOC-00797,SIN-0262,Copia Licencia,Sí,Sí,2023-02-16,No,
DOC-00798,SIN-0263,Factura Equipo,Sí,Sí,2023-07-20,No,
DOC-00799,SIN-0263,Cotización Reparación,Sí,Sí,2023-07-27,No,
DOC-00800,SIN-0263,Fotos Daño,Sí,Sí,2023-07-24,No,
DOC-00801,SIN-0264,Recetas Médicas,Sí,Sí,2024-06-11,No,
DOC-00802,SIN-0264,Resultados Exámenes,Sí,Sí,2024-06-09,No,
DOC-00803,SIN-0264,Factura Hospital,Sí,Sí,2024-06-05,No,
DOC-00804,SIN-0264,Informe Médico,Sí,Sí,2024-06-02,No,
DOC-00805,SIN-0265,Denuncia Policial,Sí,Sí,2024-07-10,No,
DOC-00806,SIN-0265,Informe Perito,Sí,Sí,2024-07-05,No,
DOC-00807,SIN-0265,Copia Matrícula,Sí,Sí,2024-07-11,No,
DOC-00808,SIN-0265,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00809,SIN-0266,Recetas Médicas,Sí,Sí,2023-06-29,No,
DOC-00810,SIN-0266,Resultados Exámenes,Sí,Sí,2023-06-21,No,
DOC-00811,SIN-0267,Factura Hospital,Sí,Sí,2023-07-12,No,
DOC-00812,SIN-0267,Resultados Exámenes,Sí,Sí,2023-07-17,No,
DOC-00813,SIN-0267,Recetas Médicas,Sí,Sí,2023-07-21,No,
DOC-00814,SIN-0268,Informe Bomberos,Sí,Sí,2023-04-03,No,
DOC-00815,SIN-0268,Fotos Daño,Sí,Sí,2023-04-14,No,
DOC-00816,SIN-0269,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00817,SIN-0269,Fotos Daño,Sí,Sí,2024-12-10,No,
DOC-00818,SIN-0269,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00819,SIN-0269,Informe Perito,Sí,Sí,2024-12-12,No,
DOC-00820,SIN-0270,Denuncia Policial,Sí,Sí,2024-03-12,No,
DOC-00821,SIN-0270,Fotos Daño,Sí,Sí,2024-03-01,No,
DOC-00822,SIN-0270,Factura Taller,Sí,Sí,2024-03-02,No,
DOC-00823,SIN-0270,Copia Licencia,Sí,Sí,2024-03-10,No,
DOC-00824,SIN-0271,Póliza Original,Sí,Sí,2023-11-12,No,
DOC-00825,SIN-0271,Copia Cédula Beneficiario,Sí,Sí,2023-11-16,No,
DOC-00826,SIN-0272,Cotización Reparación,Sí,Sí,2024-08-18,No,
DOC-00827,SIN-0272,Informe Técnico,Sí,Sí,2024-08-19,No,
DOC-00828,SIN-0273,Factura Hospital,Sí,Sí,2023-06-16,No,
DOC-00829,SIN-0273,Resultados Exámenes,Sí,Sí,2023-06-17,No,
DOC-00830,SIN-0274,Fotos Daño,Sí,Sí,2025-02-20,No,
DOC-00831,SIN-0274,Copia Licencia,Sí,Sí,2025-02-23,No,
DOC-00832,SIN-0274,Copia Matrícula,Sí,Sí,2025-02-18,No,
DOC-00833,SIN-0275,Copia Licencia,Sí,Sí,2023-11-11,No,
DOC-00834,SIN-0275,Factura Taller,Sí,Sí,2023-11-16,No,
DOC-00835,SIN-0275,Informe Perito,Sí,Sí,2023-11-12,No,
DOC-00836,SIN-0275,Copia Matrícula,Sí,Sí,2023-11-21,No,
DOC-00837,SIN-0276,Acta de Defunción,Sí,Sí,2025-03-08,No,
DOC-00838,SIN-0276,Informe Médico,Sí,Sí,2025-03-09,No,
DOC-00839,SIN-0276,Póliza Original,Sí,Sí,2025-03-17,No,
DOC-00840,SIN-0277,Fotos Daño,Sí,Sí,2023-12-03,No,
DOC-00841,SIN-0277,Copia Licencia,Sí,Sí,2023-12-02,No,
DOC-00842,SIN-0278,Informe Perito,Sí,Sí,2024-11-06,No,
DOC-00843,SIN-0278,Fotos Daño,Sí,Sí,2024-11-14,No,
DOC-00844,SIN-0279,Informe Perito,Sí,Sí,2024-09-03,No,
DOC-00845,SIN-0279,Factura Taller,Sí,Sí,2024-09-07,No,
DOC-00846,SIN-0279,Denuncia Policial,Sí,Sí,2024-08-28,No,
DOC-00847,SIN-0280,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00848,SIN-0280,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00849,SIN-0280,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-00850,SIN-0280,Copia Matrícula,Sí,Sí,2024-07-10,No,
DOC-00851,SIN-0281,Cotización Reparación,No,No,,No,Documento no entregado por el asegurado
DOC-00852,SIN-0281,Fotos Daño,Sí,Sí,2025-04-02,No,
DOC-00853,SIN-0282,Inventario Bienes,Sí,Sí,2024-07-14,No,
DOC-00854,SIN-0282,Factura Reparación,Sí,Sí,2024-07-13,No,
DOC-00855,SIN-0282,Fotos Daño,Sí,Sí,2024-07-06,No,
DOC-00856,SIN-0283,Informe Médico,No,No,,No,Documento no entregado por el asegurado
DOC-00857,SIN-0283,Historia Clínica,Sí,Sí,2024-05-25,Sí,Fecha de emisión posterior a la fecha de reporte
DOC-00858,SIN-0284,Fotos Daño,Sí,Sí,2023-12-28,No,
DOC-00859,SIN-0284,Informe Perito,Sí,Sí,2023-12-30,No,
DOC-00860,SIN-0285,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-00861,SIN-0285,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00862,SIN-0286,Copia Licencia,Sí,Sí,2024-07-13,No,
DOC-00863,SIN-0286,Denuncia Policial,Sí,Sí,2024-07-15,No,
DOC-00864,SIN-0286,Fotos Daño,Sí,Sí,2024-07-02,No,
DOC-00865,SIN-0286,Informe Perito,Sí,Sí,2024-07-03,No,
DOC-00866,SIN-0287,Factura Reparación,No,No,,No,Documento no entregado por el asegurado
DOC-00867,SIN-0287,Informe Bomberos,Sí,Sí,2025-03-16,No,
DOC-00868,SIN-0287,Acta Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00869,SIN-0287,Inventario Bienes,No,No,,No,Documento no entregado por el asegurado
DOC-00870,SIN-0288,Informe Perito,Sí,Sí,2024-04-13,No,
DOC-00871,SIN-0288,Factura Taller,Sí,Sí,2024-04-11,No,
DOC-00872,SIN-0288,Copia Licencia,Sí,Sí,2024-04-01,No,
DOC-00873,SIN-0289,Fotos Daño,Sí,Sí,2021-09-13,No,
DOC-00874,SIN-0289,Acta Policial,Sí,Sí,2021-09-08,No,
DOC-00875,SIN-0290,Copia Cédula Beneficiario,Sí,Sí,2024-05-09,No,
DOC-00876,SIN-0290,Póliza Original,Sí,Sí,2024-05-08,No,
DOC-00877,SIN-0290,Acta de Defunción,Sí,Sí,2024-05-19,No,
DOC-00878,SIN-0290,Informe Médico,Sí,Sí,2024-05-17,No,
DOC-00879,SIN-0291,Factura Taller,Sí,Sí,2023-03-14,No,
DOC-00880,SIN-0291,Copia Licencia,No,No,,No,Documento no entregado por el asegurado
DOC-00881,SIN-0292,Copia Cédula Beneficiario,Sí,Sí,2023-06-20,No,
DOC-00882,SIN-0292,Póliza Original,Sí,Sí,2023-06-19,No,
DOC-00883,SIN-0293,Denuncia Policial,Sí,Sí,2023-05-08,No,
DOC-00884,SIN-0293,Copia Matrícula,Sí,Sí,2023-05-14,No,
DOC-00885,SIN-0293,Informe Perito,Sí,Sí,2023-05-18,No,
DOC-00886,SIN-0294,Factura Reparación,No,No,,No,Documento no entregado por el asegurado
DOC-00887,SIN-0294,Acta Policial,Sí,Sí,2023-04-06,No,
DOC-00888,SIN-0295,Copia Matrícula,Sí,Sí,2024-09-10,No,
DOC-00889,SIN-0295,Factura Taller,Sí,Sí,2024-09-03,No,
DOC-00890,SIN-0295,Fotos Daño,Sí,Sí,2024-09-02,No,
DOC-00891,SIN-0296,Informe Bomberos,Sí,Sí,2021-01-12,No,
DOC-00892,SIN-0296,Acta Policial,Sí,Sí,2021-01-10,No,
DOC-00893,SIN-0297,Informe Técnico,Sí,Sí,2024-09-08,No,
DOC-00894,SIN-0297,Cotización Reparación,Sí,Sí,2024-08-31,No,
DOC-00895,SIN-0297,Acta Policial,Sí,Sí,2024-09-09,No,
DOC-00896,SIN-0297,Factura Equipo,Sí,Sí,2024-09-12,No,
DOC-00897,SIN-0298,Factura Hospital,Sí,Sí,2023-05-08,No,
DOC-00898,SIN-0298,Recetas Médicas,Sí,Sí,2023-05-16,No,
DOC-00899,SIN-0298,Informe Médico,Sí,Sí,2023-05-10,No,
DOC-00900,SIN-0298,Resultados Exámenes,Sí,Sí,2023-05-08,No,
DOC-00901,SIN-0299,Inventario Bienes,Sí,Sí,2023-03-22,No,
DOC-00902,SIN-0299,Fotos Daño,Sí,Sí,2023-03-20,No,
DOC-00903,SIN-0299,Factura Reparación,Sí,Sí,2023-03-19,No,
DOC-00904,SIN-0300,Factura Reparación,Sí,Sí,2023-09-06,No,
DOC-00905,SIN-0300,Informe Bomberos,Sí,Sí,2023-08-31,No,
DOC-00906,SIN-0300,Acta Policial,Sí,Sí,2023-09-06,No,
DOC-00907,SIN-0300,Inventario Bienes,Sí,Sí,2023-09-03,No,
DOC-00908,SIN-0301,Factura Hospital,Sí,Sí,2023-06-21,No,
DOC-00909,SIN-0301,Informe Médico,Sí,Sí,2023-06-12,No,
DOC-00910,SIN-0301,Recetas Médicas,Sí,Sí,2023-06-16,No,
DOC-00911,SIN-0301,Historia Clínica,Sí,Sí,2023-06-09,No,
DOC-00912,SIN-0302,Historia Clínica,Sí,Sí,2024-09-22,No,
DOC-00913,SIN-0302,Resultados Exámenes,Sí,Sí,2024-10-01,No,
DOC-00914,SIN-0302,Factura Hospital,Sí,Sí,2024-09-23,No,
DOC-00915,SIN-0302,Informe Médico,Sí,Sí,2024-09-23,No,
DOC-00916,SIN-0303,Informe Bomberos,Sí,Sí,2023-10-01,No,
DOC-00917,SIN-0303,Acta Policial,Sí,Sí,2023-09-17,No,
DOC-00918,SIN-0303,Factura Reparación,Sí,Sí,2023-09-17,No,
DOC-00919,SIN-0304,Factura Taller,Sí,Sí,2024-09-14,No,
DOC-00920,SIN-0304,Informe Perito,Sí,Sí,2024-09-19,No,
DOC-00921,SIN-0304,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-00922,SIN-0305,Copia Licencia,Sí,Sí,2025-03-21,No,
DOC-00923,SIN-0305,Denuncia Policial,Sí,Sí,2025-03-31,No,
DOC-00924,SIN-0305,Copia Matrícula,Sí,Sí,2025-03-29,No,
DOC-00925,SIN-0305,Informe Perito,Sí,Sí,2025-04-02,No,
DOC-00926,SIN-0306,Copia Matrícula,Sí,Sí,2024-06-22,No,
DOC-00927,SIN-0306,Factura Taller,Sí,Sí,2024-06-19,No,
DOC-00928,SIN-0307,Factura Taller,Sí,Sí,2024-12-23,No,
DOC-00929,SIN-0307,Copia Matrícula,Sí,Sí,2024-12-26,No,
DOC-00930,SIN-0308,Resultados Exámenes,Sí,Sí,2024-11-11,No,
DOC-00931,SIN-0308,Factura Hospital,Sí,Sí,2024-11-10,No,
DOC-00932,SIN-0308,Recetas Médicas,Sí,Sí,2024-11-14,No,
DOC-00933,SIN-0309,Factura Taller,Sí,Sí,2023-06-23,No,
DOC-00934,SIN-0309,Fotos Daño,Sí,Sí,2023-06-24,No,
DOC-00935,SIN-0309,Denuncia Policial,Sí,Sí,2023-06-30,No,
DOC-00936,SIN-0310,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00937,SIN-0310,Informe Perito,No,No,,No,Documento no entregado por el asegurado
DOC-00938,SIN-0310,Factura Taller,No,No,,No,Documento no entregado por el asegurado
DOC-00939,SIN-0311,Fotos Daño,Sí,Sí,2025-03-03,No,
DOC-00940,SIN-0311,Denuncia Policial,Sí,Sí,2025-03-05,No,
DOC-00941,SIN-0311,Copia Licencia,Sí,Sí,2025-02-22,No,
DOC-00942,SIN-0311,Copia Matrícula,Sí,Sí,2025-02-20,No,
DOC-00943,SIN-0312,Copia Matrícula,Sí,Sí,2025-02-02,No,
DOC-00944,SIN-0312,Denuncia Policial,Sí,Sí,2025-01-28,No,
DOC-00945,SIN-0313,Informe Bomberos,Sí,Sí,2024-03-23,No,
DOC-00946,SIN-0313,Inventario Bienes,Sí,Sí,2024-03-29,No,
DOC-00947,SIN-0313,Fotos Daño,Sí,Sí,2024-03-21,No,
DOC-00948,SIN-0313,Factura Reparación,Sí,Sí,2024-03-18,No,
DOC-00949,SIN-0314,Factura Taller,Sí,Sí,2023-03-27,No,
DOC-00950,SIN-0314,Fotos Daño,Sí,Sí,2023-04-08,No,
DOC-00951,SIN-0314,Copia Licencia,Sí,Sí,2023-03-29,No,
DOC-00952,SIN-0314,Informe Perito,Sí,Sí,2023-03-30,No,
DOC-00953,SIN-0315,Denuncia Policial,Sí,Sí,2023-08-15,No,
DOC-00954,SIN-0315,Factura Taller,Sí,Sí,2023-08-07,No,
DOC-00955,SIN-0315,Fotos Daño,Sí,Sí,2023-08-13,No,
DOC-00956,SIN-0315,Copia Matrícula,Sí,Sí,2023-08-06,No,
DOC-00957,SIN-0316,Fotos Daño,Sí,Sí,2023-05-31,No,
DOC-00958,SIN-0316,Copia Matrícula,Sí,Sí,2023-05-31,No,
DOC-00959,SIN-0317,Informe Bomberos,Sí,Sí,2024-02-04,No,
DOC-00960,SIN-0317,Acta Policial,Sí,Sí,2024-02-15,No,
DOC-00961,SIN-0318,Resultados Exámenes,Sí,Sí,2023-07-15,No,
DOC-00962,SIN-0318,Factura Hospital,Sí,Sí,2023-07-25,No,
DOC-00963,SIN-0318,Informe Médico,Sí,Sí,2023-07-16,No,
DOC-00964,SIN-0318,Historia Clínica,Sí,Sí,2023-07-19,No,
DOC-00965,SIN-0319,Denuncia Policial,No,No,,No,Documento no entregado por el asegurado
DOC-00966,SIN-0319,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-00967,SIN-0320,Acta Policial,Sí,Sí,2022-03-13,No,
DOC-00968,SIN-0320,Fotos Daño,Sí,Sí,2022-03-15,No,
DOC-00969,SIN-0320,Informe Bomberos,Sí,Sí,2022-03-17,No,
DOC-00970,SIN-0321,Acta Policial,Sí,Sí,2023-12-28,No,
DOC-00971,SIN-0321,Factura Reparación,Sí,Sí,2024-01-06,No,
DOC-00972,SIN-0321,Informe Bomberos,Sí,Sí,2024-01-04,No,
DOC-00973,SIN-0322,Informe Médico,Sí,Sí,2023-11-11,No,
DOC-00974,SIN-0322,Recetas Médicas,Sí,Sí,2023-10-31,No,
DOC-00975,SIN-0322,Factura Hospital,Sí,Sí,2023-11-07,No,
DOC-00976,SIN-0323,Resultados Exámenes,Sí,Sí,2024-09-12,No,
DOC-00977,SIN-0323,Informe Médico,Sí,Sí,2024-09-18,No,
DOC-00978,SIN-0323,Factura Hospital,Sí,Sí,2024-09-20,No,
DOC-00979,SIN-0323,Recetas Médicas,Sí,Sí,2024-09-13,No,
DOC-00980,SIN-0324,Copia Licencia,Sí,Sí,2020-02-23,No,
DOC-00981,SIN-0324,Denuncia Policial,Sí,Sí,2020-03-03,No,
DOC-00982,SIN-0324,Factura Taller,Sí,Sí,2020-03-01,No,
DOC-00983,SIN-0324,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-00984,SIN-0325,Resultados Exámenes,Sí,Sí,2023-07-15,No,
DOC-00985,SIN-0325,Informe Médico,Sí,Sí,2023-07-15,No,
DOC-00986,SIN-0325,Recetas Médicas,Sí,Sí,2023-07-09,No,
DOC-00987,SIN-0325,Factura Hospital,Sí,Sí,2023-07-04,No,
DOC-00988,SIN-0326,Informe Médico,No,No,,No,Documento no entregado por el asegurado
DOC-00989,SIN-0326,Recetas Médicas,No,No,,No,Documento no entregado por el asegurado
DOC-00990,SIN-0326,Historia Clínica,No,No,,No,Documento no entregado por el asegurado
DOC-00991,SIN-0326,Factura Hospital,Sí,Sí,2023-01-22,No,
DOC-00992,SIN-0327,Recetas Médicas,Sí,Sí,2024-12-15,No,
DOC-00993,SIN-0327,Historia Clínica,Sí,Sí,2024-12-13,No,
DOC-00994,SIN-0328,Historia Clínica,Sí,Sí,2024-05-04,No,
DOC-00995,SIN-0328,Resultados Exámenes,Sí,Sí,2024-05-18,No,
DOC-00996,SIN-0329,Copia Cédula Beneficiario,Sí,Sí,2023-04-09,No,
DOC-00997,SIN-0329,Acta de Defunción,Sí,Sí,2023-04-10,No,
DOC-00998,SIN-0329,Informe Médico,Sí,Sí,2023-04-15,No,
DOC-00999,SIN-0329,Póliza Original,Sí,Sí,2023-04-07,No,
DOC-01000,SIN-0330,Resultados Exámenes,Sí,Sí,2025-04-25,No,
DOC-01001,SIN-0330,Factura Hospital,Sí,Sí,2025-04-26,No,
DOC-01002,SIN-0331,Fotos Daño,Sí,Sí,2023-07-25,No,
DOC-01003,SIN-0331,Copia Licencia,Sí,Sí,2023-07-23,No,
DOC-01004,SIN-0331,Informe Perito,Sí,Sí,2023-07-24,No,
DOC-01005,SIN-0331,Copia Matrícula,Sí,Sí,2023-07-17,No,
DOC-01006,SIN-0332,Informe Médico,No,No,2025-03-22,Sí,Sello del proveedor no reconocido
DOC-01007,SIN-0332,Resultados Exámenes,No,No,2025-04-09,Sí,Sello del proveedor no reconocido
DOC-01008,SIN-0333,Factura Equipo,Sí,Sí,2024-12-07,No,
DOC-01009,SIN-0333,Acta Policial,Sí,Sí,2024-12-16,No,
DOC-01010,SIN-0333,Fotos Daño,Sí,Sí,2024-12-08,No,
DOC-01011,SIN-0333,Informe Técnico,Sí,Sí,2024-12-20,No,
DOC-01012,SIN-0334,Informe Perito,Sí,Sí,2023-12-14,No,
DOC-01013,SIN-0334,Fotos Daño,Sí,Sí,2023-12-18,No,
DOC-01014,SIN-0334,Copia Licencia,Sí,Sí,2023-12-14,No,
DOC-01015,SIN-0335,Denuncia Policial,No,No,2024-06-21,Sí,Fecha de factura anterior a la fecha del siniestro
DOC-01016,SIN-0335,Copia Licencia,Sí,Sí,2024-07-22,Sí,Firma del asegurado no coincide
DOC-01017,SIN-0336,Fotos Daño,Sí,Sí,2025-04-05,No,
DOC-01018,SIN-0336,Copia Licencia,Sí,Sí,2025-04-02,No,
DOC-01019,SIN-0336,Factura Taller,Sí,Sí,2025-04-06,No,
DOC-01020,SIN-0336,Copia Matrícula,Sí,Sí,2025-04-01,No,
DOC-01021,SIN-0337,Factura Hospital,No,No,,No,Documento no entregado por el asegurado
DOC-01022,SIN-0337,Historia Clínica,Sí,Sí,2023-11-08,No,
DOC-01023,SIN-0337,Resultados Exámenes,No,No,,No,Documento no entregado por el asegurado
DOC-01024,SIN-0338,Recetas Médicas,Sí,Sí,2024-06-02,No,
DOC-01025,SIN-0338,Factura Hospital,Sí,Sí,2024-06-01,No,
DOC-01026,SIN-0338,Resultados Exámenes,Sí,Sí,2024-05-26,No,
DOC-01027,SIN-0339,Factura Hospital,Sí,Sí,2025-04-02,Sí,Sello del proveedor no reconocido
DOC-01028,SIN-0339,Informe Médico,No,No,2025-04-03,Sí,Valores en factura no coinciden con el informe del perito
DOC-01029,SIN-0340,Fotos Daño,Sí,Sí,2024-08-18,No,
DOC-01030,SIN-0340,Informe Técnico,Sí,Sí,2024-08-13,No,
DOC-01031,SIN-0340,Cotización Reparación,Sí,Sí,2024-08-08,No,
DOC-01032,SIN-0341,Copia Licencia,Sí,Sí,2023-09-25,No,
DOC-01033,SIN-0341,Denuncia Policial,Sí,Sí,2023-09-29,No,
DOC-01034,SIN-0341,Informe Perito,Sí,Sí,2023-09-20,No,
DOC-01035,SIN-0341,Fotos Daño,Sí,Sí,2023-09-24,No,
DOC-01036,SIN-0342,Denuncia Policial,Sí,Sí,2024-02-27,No,
DOC-01037,SIN-0342,Informe Perito,Sí,Sí,2024-03-05,No,
DOC-01038,SIN-0343,Fotos Daño,Sí,Sí,2024-06-08,No,
DOC-01039,SIN-0343,Informe Perito,Sí,Sí,2024-06-17,No,
DOC-01040,SIN-0344,Copia Cédula Beneficiario,Sí,Sí,2024-02-02,No,
DOC-01041,SIN-0344,Informe Médico,Sí,Sí,2024-02-01,No,
DOC-01042,SIN-0344,Póliza Original,Sí,Sí,2024-01-31,No,
DOC-01043,SIN-0345,Acta Policial,Sí,Sí,2023-11-20,No,
DOC-01044,SIN-0345,Informe Técnico,Sí,Sí,2023-11-23,No,
DOC-01045,SIN-0345,Factura Equipo,Sí,Sí,2023-11-12,No,
DOC-01046,SIN-0345,Fotos Daño,Sí,Sí,2023-11-21,No,
DOC-01047,SIN-0346,Informe Técnico,Sí,Sí,2023-12-06,No,
DOC-01048,SIN-0346,Factura Equipo,Sí,Sí,2023-12-04,No,
DOC-01049,SIN-0347,Acta Policial,Sí,Sí,2024-08-27,No,
DOC-01050,SIN-0347,Informe Bomberos,Sí,Sí,2024-08-26,No,
DOC-01051,SIN-0347,Inventario Bienes,Sí,Sí,2024-08-28,No,
DOC-01052,SIN-0348,Fotos Daño,No,No,,No,Documento no entregado por el asegurado
DOC-01053,SIN-0348,Copia Matrícula,No,No,,No,Documento no entregado por el asegurado
DOC-01054,SIN-0349,Informe Perito,Sí,Sí,2024-09-05,No,
DOC-01055,SIN-0349,Copia Licencia,Sí,Sí,2024-09-11,No,
DOC-01056,SIN-0349,Factura Taller,Sí,Sí,2024-09-05,No,
DOC-01057,SIN-0350,Resultados Exámenes,Sí,Sí,2025-01-20,No,
DOC-01058,SIN-0350,Factura Hospital,Sí,Sí,2025-01-26,No,
DOC-01059,SIN-0351,Informe Médico,Sí,Sí,2024-06-21,No,
DOC-01060,SIN-0351,Factura Hospital,Sí,Sí,2024-06-15,No,
DOC-01061,SIN-0352,Factura Taller,Sí,Sí,2024-02-04,No,
DOC-01062,SIN-0352,Informe Perito,Sí,Sí,2024-02-01,No,
DOC-01063,SIN-0352,Copia Matrícula,Sí,Sí,2024-01-30,No,
DOC-01064,SIN-0352,Copia Licencia,Sí,Sí,2024-02-03,No,
DOC-01065,SIN-0353,Informe Técnico,Sí,Sí,2023-06-02,No,
DOC-01066,SIN-0353,Acta Policial,Sí,Sí,2023-05-25,No,
DOC-01067,SIN-0353,Fotos Daño,Sí,Sí,2023-06-04,No,
DOC-01068,SIN-0353,Cotización Reparación,Sí,Sí,2023-06-06,No,
DOC-01069,SIN-0354,Informe Perito,Sí,Sí,2023-07-25,No,
DOC-01070,SIN-0354,Copia Matrícula,Sí,Sí,2023-08-08,No,
DOC-01071,SIN-0354,Copia Licencia,Sí,Sí,2023-07-25,No,
DOC-01072,SIN-0355,Copia Licencia,Sí,Sí,2024-01-07,No,
DOC-01073,SIN-0355,Informe Perito,Sí,Sí,2024-01-06,No,
DOC-01074,SIN-0355,Fotos Daño,Sí,Sí,2024-01-07,No,
DOC-01075,SIN-0355,Factura Taller,Sí,Sí,2024-01-02,No,
DOC-01076,SIN-0356,Fotos Daño,Sí,Sí,2023-01-23,No,
DOC-01077,SIN-0356,Factura Taller,Sí,Sí,2023-01-24,No,
DOC-01078,SIN-0356,Copia Matrícula,Sí,Sí,2023-01-17,No,
DOC-01079,SIN-0357,Copia Licencia,Sí,Sí,2024-05-10,No,
DOC-01080,SIN-0357,Copia Matrícula,Sí,Sí,2024-05-20,No,
DOC-01081,SIN-0357,Fotos Daño,Sí,Sí,2024-05-17,No,
DOC-01082,SIN-0357,Informe Perito,Sí,Sí,2024-05-22,No,
DOC-01083,SIN-0358,Fotos Daño,Sí,Sí,2023-05-12,No,
DOC-01084,SIN-0358,Copia Licencia,Sí,Sí,2023-05-12,No,
