id_vehiculo,id_asegurado,placa,chasis,numero_motor,marca,modelo,anio,color,siniestros_periodo_18m,ciudad_registro
VEH-0188,ASE-0029,PVR-6098,Z455KSJAXN778U676,4BASKDM0PA,Chevrolet,Sail,2018,Beige,0,Quito
VEH-0189,ASE-0058,AGE-7330,NN6UJ9YRE1A60DKEP,LBY889DTTZ,Mazda,CX-5,2009,Azul,1,Cuenca
VEH-0190,ASE-0028,AXP-4160,EMAZB4RWASKCRX1GK,DJ0YRS2D1X,Chevrolet,Cruze,2011,Naranja,2,Cuenca
VEH-0191,ASE-0158,MUE-4337,5NU09HRCRBDM80J6F,AYLKKXRJTM,Chevrolet,Tracker,2008,Negro,0,Portoviejo
VEH-0192,ASE-0136,MUP-0016,HKWCDXWB863GRD8XK,S2UFEP0624,Chevrolet,Tracker,2022,Azul,1,Manta
VEH-0193,ASE-0006,PSG-6442,K8K8C9G3TUTCRTVNX,GAVWA7TT0J,Nissan,X-Trail,2012,Rojo,0,Quito
VEH-0194,ASE-0072,GUC-4264,J3YJ4UAMWNC0V0PXL,B34H8F9U92,Hyundai,Creta,2023,Negro,3,Guayaquil
VEH-0195,ASE-0057,OSB-3503,GX5PR1RESTS3FV8FK,L63ZGERSYP,Chevrolet,Tracker,2021,Gris,0,Machala
VEH-0196,ASE-0064,MED-2307,J7W3A3U45CE263LSJ,UJUABUD6PA,Mazda,BT-50,2012,Blanco,2,Manta
VEH-0197,ASE-0211,MEJ-7588,T9H8KCMM7CBERMFR6,ZXK5JTNJ63,Nissan,Sentra,2005,Gris,3,Manta
VEH-0198,ASE-0110,ABW-0098,KC9GNLPZP3M3YJPTU,U4NWPWZ10H,Hyundai,Creta,2005,Plateado,3,Cuenca
VEH-0199,ASE-0222,GPP-7410,ES4V7PGH1DZE1ZRBD,WSWFEEJA4P,Chevrolet,Cruze,2010,Beige,2,Guayaquil
VEH-0200,ASE-0004,PHV-6890,F6B1TA4Z5V47T0PF9,U9EGXHG1V4,Chevrolet,Tracker,2019,Beige,0,Quito
VEH-0201,ASE-0027,OWF-5533,W4AKUCW1LVYBJ9VV3,BL8AMKPG10,Chevrolet,Spark,2009,Negro,0,Machala
VEH-0202,ASE-0151,PHH-1515,BFZCX8HHZE09T9XU2,REKX8B0ZH9,Chevrolet,Spark,2024,Negro,2,Quito
VEH-0203,ASE-0205,HXJ-7882,CDL7FKMCF2JSJ5YEE,VB5P57EN48,Toyota,Hilux,2016,Negro,2,Riobamba
VEH-0204,ASE-0063,PDE-6761,VFDNV5H5ZMSU4DFD8,PRPCMWH1DS,Nissan,Kicks,2022,Gris,1,Quito
VEH-0205,ASE-0203,GUM-7749,SB58ZJXCCPK05UZJ4,D6M1FMPSZF,Chevrolet,D-MAX,2018,Azul,0,Guayaquil
VEH-0206,ASE-0038,TNR-6861,9711LESE5D9PUAR4E,R8DH9PVFNM,Kia,Stonic,2011,Naranja,0,Ambato
VEH-0207,ASE-0117,GBL-3205,M4R9M7SNVFRKYZX07,6DC4CA7D1X,Hyundai,Tucson,2022,Negro,0,Guayaquil
VEH-0208,ASE-0098,GHL-0808,58M3S6Y2P82TJYL67,ZA6BA34U1L,Kia,Stonic,2010,Naranja,0,Guayaquil
VEH-0209,ASE-0033,PWR-5457,N1PLFH0EDWN274FLD,AA2FXU9VA1,Chevrolet,D-MAX,2019,Azul,3,Quito
VEH-0210,ASE-0198,GXL-8634,BCEA95D7EEJFC47GD,3PTXGP6XRF,Mazda,CX-5,2014,Blanco,0,Guayaquil
VEH-0211,ASE-0154,GDB-1837,F17GAATF5DHLH18JS,8MVK1TTPGF,Ford,Explorer,2013,Verde,1,Guayaquil
VEH-0212,ASE-0109,GMD-2445,JLDNGM64R68JPW58U,PD3RGJHNEL,Ford,Ranger,2005,Azul,1,Guayaquil
VEH-0213,ASE-0155,MDJ-2435,HV083ZVYZR3GBTBKD,RWWHAA2WAS,Toyota,Land Cruiser,2009,Verde,0,Manta
VEH-0214,ASE-0186,PVR-0062,LMC2TBK9TY747DH4E,950HC033UA,Chevrolet,Aveo,2006,Rojo,0,Quito
VEH-0215,ASE-0044,TTS-9835,WDLEW56YZUHSTK2SD,20M4HY5ZCT,Hyundai,Tucson,2011,Blanco,3,Ambato
VEH-0216,ASE-0220,TDJ-9635,80Y4DE7NRXGPCPZ8W,DSDDASJSUM,Chevrolet,Tracker,2008,Amarillo,0,Ambato
VEH-0217,ASE-0013,GYH-3786,1PKPWUTRZY8HBBJCD,HX0ND16JG2,Suzuki,Grand Vitara,2016,Rojo,1,Guayaquil
VEH-0218,ASE-0233,EWT-6564,FZFLS8YRA96F2AMSA,5SBAZKHT12,Chevrolet,Tracker,2008,Rojo,1,Esmeraldas
VEH-0219,ASE-0004,PJJ-1294,KMUY54SJUYEPH9MBW,ZRGC7NDKXU,Chevrolet,Cruze,2019,Amarillo,2,Quito
VEH-0220,ASE-0011,AFD-0817,04E3V3MDA7EZUKVFT,CKRH4ETAM4,Chevrolet,Sail,2006,Rojo,1,Cuenca
VEH-0221,ASE-0070,GWX-0371,1R7KB7JZNP667WFR5,3E2JPGLK7S,Chevrolet,Sail,2010,Verde,0,Guayaquil
VEH-0222,ASE-0120,AJD-8781,PAV8P1XKJTEUVK1NP,A35SBB4YMD,Hyundai,Santa Fe,2014,Naranja,0,Cuenca
VEH-0223,ASE-0133,ILK-6242,1THZ5KL9ATZDAWDDG,S4RBEP944V,Chevrolet,D-MAX,2024,Beige,0,Ibarra
VEH-0224,ASE-0131,AUL-5384,VSKZ8TZN0DPRASVAK,Y6XB68S0K9,Chevrolet,Cruze,2016,Amarillo,1,Cuenca
VEH-0225,ASE-0145,PWJ-9942,02K2KN7YNSYW72UEL,8MXPB5FDD7,Ford,Territory,2020,Azul,0,Quito
VEH-0226,ASE-0194,PJN-9881,7CJB1RNXAFDREYVGT,ZH1RU3CA8D,Hyundai,i10,2006,Gris,4,Quito
VEH-0227,ASE-0165,GFR-8518,GG4TM653RX5VEUDTB,UA4K4NM5FK,Chevrolet,Aveo,2022,Naranja,1,Guayaquil
VEH-0228,ASE-0121,JWG-7291,9YBPG6BG3L17CT3VX,43MCP176SE,Toyota,Hilux,2006,Negro,3,Santo Domingo
VEH-0229,ASE-0239,PLY-2430,23U5Z1VB2ZRRER69N,GRBHWH163V,Kia,Sportage,2005,Plateado,0,Quito
VEH-0230,ASE-0075,PBM-2930,PYYC7G0365RKNV5J6,LUDMP8TC74,Chevrolet,Cruze,2021,Plateado,0,Quito
VEH-0231,ASE-0167,PYW-6712,8A4JWK8B5NANRHNYU,YB2771M4J1,Chevrolet,Spark,2011,Blanco,2,Quito
VEH-0232,ASE-0142,GWT-1740,0Z57SVVUFN17EA38C,JUMPXMY23X,Chevrolet,Spark,2008,Rojo,0,Guayaquil
VEH-0233,ASE-0092,OBF-8575,4HB7KXLCF2K5EXEXB,DBZ5WB0C0J,Chevrolet,Captiva,2013,Blanco,1,Machala
VEH-0234,ASE-0053,HCG-3047,N4PY5EL3MPYS9XFB7,7AX3T2TWMH,Mazda,Mazda3,2023,Blanco,0,Riobamba
VEH-0235,ASE-0129,OLC-9505,X1UE53XYULGV7L39H,L9ZR8PCVCM,Kia,Stonic,2020,Naranja,4,Machala
VEH-0236,ASE-0105,PFD-4624,YW3MDPTET6GFRFP20,SD54AFCTUN,Hyundai,i10,2018,Azul,1,Quito
VEH-0237,ASE-0158,MSB-9055,0C787X1R2010W4TFA,WZRLF0K2HT,Mazda,CX-5,2006,Naranja,0,Portoviejo
VEH-0238,ASE-0037,PZN-3469,861RK6LMFKTHF7JXD,HKDVTFWB6U,Chevrolet,Captiva,2011,Blanco,0,Quito
VEH-0239,ASE-0213,PFA-7376,707D6TCEKZ831HCFM,R1ZCZ6BD0U,Kia,Sorento,2011,Amarillo,1,Quito
VEH-0240,ASE-0057,OUT-3058,JE31KG5851ACVGFPJ,NWYSYFKHKT,Kia,Stonic,2017,Naranja,1,Machala
VEH-0241,ASE-0115,HEU-4668,YDSLDZ02S3TPHKT62,C2JLNRP7J1,Toyota,RAV4,2015,Blanco,0,Riobamba
VEH-0242,ASE-0157,PBU-4201,WA03C072VYUMGFU5H,37LH18BA8D,Chevrolet,Spark,2017,Beige,0,Quito
VEH-0243,ASE-0201,PAY-5952,P455CT01A1U7DWN45,2R1KSD8WNR,Mazda,BT-50,2012,Verde,0,Quito
VEH-0244,ASE-0244,PUE-3783,VDH9PHNVYL39DF5TJ,EXS0VH2JLM,Hyundai,Elantra,2009,Blanco,0,Quito
VEH-0245,ASE-0128,PCJ-8783,YL0T59CD0N1F1FR9B,PF3T1VPKRK,Chevrolet,Spark,2013,Amarillo,0,Quito
VEH-0246,ASE-0183,JZM-4958,WSGL197F0SLFS9A0G,DSDXWCX6MA,Nissan,X-Trail,2011,Rojo,0,Santo Domingo
VEH-0247,ASE-0139,MTB-6853,GWDHFVEUYNV5W81X7,GAHH7XESAC,Chevrolet,Spark,2006,Gris,1,Manta
VEH-0248,ASE-0199,IBS-3646,SLUU6488404VT3ZVR,MANSZ1HV98,Toyota,Yaris,2017,Azul,0,Ibarra
VEH-0249,ASE-0234,PJA-8392,J7XBKSBZJX94579XT,S513BA6F15,Volkswagen,Polo,2009,Negro,0,Quito
VEH-0250,ASE-0219,PZY-0638,XA44L06W8U8P4ZC4T,1CRKGTF14A,Renault,Logan,2013,Amarillo,0,Quito
VEH-0251,ASE-0047,LSY-1670,GW823HNC0J4Y6G1EB,0FELHG6FK0,Chevrolet,Spark,2013,Negro,1,Loja
VEH-0252,ASE-0244,PBU-3356,NUG0M33G0T43C2JSB,DYGEWNNWB0,Ford,F-150,2016,Blanco,2,Quito
VEH-0253,ASE-0048,LSY-3755,RXWZ1SJ0WSPB7H77D,RJWWFFKW0U,Nissan,Sentra,2023,Gris,2,Loja
VEH-0254,ASE-0102,PKR-2174,AE6KCHGCJZ4NSMSZ0,7Z402DE2E2,Hyundai,i10,2014,Verde,0,Quito
VEH-0255,ASE-0197,GJN-2249,MTAWPCHTBKDNFELZS,J8FPUD3M1Y,Chevrolet,Captiva,2017,Blanco,0,Guayaquil
VEH-0256,ASE-0198,GGY-4184,R1D36T2049DFP25CA,80JTX5RSB5,Chevrolet,Sail,2019,Azul,0,Guayaquil
VEH-0257,ASE-0046,PXL-0683,PRKBD1UPFUEET6MSX,7674VBLBX0,Renault,Duster,2008,Verde,0,Quito
VEH-0258,ASE-0066,GHB-5887,1C783V9XU3ZBVH7KZ,GTBPFKAG2Y,Mazda,Mazda2,2013,Rojo,1,Guayaquil
VEH-0259,ASE-0074,AYR-7512,XSPWUSVML4F5TUFNP,YVCT9C1UL1,Chevrolet,D-MAX,2019,Beige,1,Cuenca
VEH-0260,ASE-0073,PDV-0538,TH7EX5DH9VFF21PP1,PWLMD682LU,Volkswagen,Gol,2017,Plateado,1,Quito
VEH-0261,ASE-0137,INR-0397,2YZDWPPGAHXTCVPAX,FXZ8AW3NTG,Hyundai,Santa Fe,2010,Beige,2,Ibarra
VEH-0262,ASE-0008,PNU-8096,SJW939TDWL7FS8ABZ,595CPJ0D2Y,Volkswagen,Tiguan,2022,Blanco,0,Quito
VEH-0263,ASE-0184,ELS-3876,XR2D42W30NYEJSJLZ,S011MZLRJK,Renault,Logan,2006,Gris,3,Esmeraldas
VEH-0264,ASE-0146,PEZ-4901,SRK1ZEKNYAGKWJ019,PXFMF5LN5T,Ford,Explorer,2010,Amarillo,1,Quito
VEH-0265,ASE-0072,GDD-3739,1DGTVYA14261MBX8T,J84UC3RUJ3,Toyota,Fortuner,2010,Plateado,1,Guayaquil
VEH-0266,ASE-0213,PXW-2651,6EKGJ2SD6B3CSRSDW,WKAR60RYWX,Chevrolet,Sail,2019,Blanco,3,Quito
VEH-0267,ASE-0077,PGN-5191,UMZTXD1GA6TTF2ZD5,MZ4GDHLL2S,Chevrolet,Spark,2014,Naranja,0,Quito
VEH-0268,ASE-0041,IST-6858,USWP0HJ74NL04LLV2,A8BPYESK4G,Chevrolet,Sail,2013,Rojo,0,Ibarra
VEH-0269,ASE-0113,PAB-6567,DJLS0S9BYZ6TKXNDY,KN7DE1L2PF,Toyota,RAV4,2009,Naranja,2,Quito
VEH-0270,ASE-0210,AKR-4629,A2C20L56R6GSSLZ0J,1ADPPTBU7T,Chevrolet,Spark,2005,Naranja,0,Cuenca
VEH-0271,ASE-0018,EMV-6200,V92U34C7X912RKR61,YCYMUZ4RAV,Kia,Sorento,2005,Naranja,1,Esmeraldas
VEH-0272,ASE-0118,PLM-2637,G4760WGELDU8BEMC5,7YGF9H72A5,Toyota,Fortuner,2019,Negro,1,Quito
VEH-0273,ASE-0198,GTW-9135,3DF70E1DTW1LG93MJ,DSA3P5M84R,Ford,F-150,2014,Plateado,0,Guayaquil
VEH-0274,ASE-0083,PHL-2202,4FAUESBWG1KX4PFUE,3ZN72AGPN4,Chevrolet,Tracker,2024,Azul,0,Quito
VEH-0275,ASE-0097,HJR-2813,0FDMHPC8SP6R53AS6,JLU8ZDT4VE,Ford,Ranger,2021,Gris,2,Riobamba
VEH-0276,ASE-0048,LPH-7454,K0SWU9J6LNE1513X3,9AX4HPAS5G,Ford,Explorer,2023,Verde,1,Loja
VEH-0277,ASE-0087,GHA-9592,6J3TVYZMUCNY8EHSD,VK5LR9C5TP,Volkswagen,T-Cross,2021,Plateado,0,Guayaquil
VEH-0278,ASE-0221,PJB-4864,BUUZ9FFZX5H70U8PG,B8PNUPSL0K,Suzuki,Swift,2007,Rojo,1,Quito
VEH-0279,ASE-0124,GNW-4877,238J2YNG4C8K6E18F,RZ2ADLDXSY,Mazda,Mazda2,2014,Negro,2,Guayaquil
VEH-0280,ASE-0011,AJK-5150,6DSW5Z32HD9WWM5Y4,8PY5K0KJTP,Toyota,Yaris,2013,Azul,0,Cuenca
VEH-0281,ASE-0200,LMU-2961,TXVX5ZBD4YDD8HW0W,30BYRS5BP3,Ford,Ranger,2018,Blanco,2,Loja
VEH-0282,ASE-0218,PZK-7397,MZM8K2L0X2FV5Y112,FTCMU38LL7,Mazda,CX-5,2007,Verde,3,Quito
VEH-0283,ASE-0113,PEM-5013,18LDW60V1UPZGCW5P,J0UP7D836K,Toyota,RAV4,2023,Negro,3,Quito
VEH-0284,ASE-0214,GLL-6536,H5R3EK85SRV9GGUPV,6NJ3N3RN7H,Chevrolet,Spark,2022,Azul,1,Guayaquil
VEH-0285,ASE-0235,PDZ-7238,TSL3W00YV9SVBXTR8,FVVBM5EZC0,Toyota,Corolla,2023,Rojo,2,Quito
VEH-0286,ASE-0080,PNT-2836,ZLV58EUZLAX0MD9XU,11JW2FFYTD,Chevrolet,Tracker,2007,Negro,1,Quito
VEH-0287,ASE-0025,GZP-7760,FRJCJGMYCRDJ6CVZD,A9ALL3VNCF,Chevrolet,D-MAX,2024,Beige,0,Guayaquil
VEH-0288,ASE-0113,PLZ-7757,6FE4BBU883LKMFU6T,W9777VNRDV,Suzuki,Swift,2015,Plateado,1,Quito
VEH-0289,ASE-0123,PPD-6681,704DUYLUVUPVGLRG8,RRCADVXL92,Toyota,RAV4,2006,Amarillo,2,Quito
VEH-0290,ASE-0190,MSA-9103,A8NMU4ZRT5TZBHSGH,L0TVXBN6DK,Chevrolet,Cruze,2012,Azul,0,Manta
VEH-0291,ASE-0172,PDS-4798,7Z06L8Y7PA4N4G2JA,ZB2EZCDF3C,Nissan,Sentra,2022,Azul,0,Quito
VEH-0292,ASE-0146,PTB-1236,2P6GC4GUBSDBNCZCR,N1R2YT920B,Toyota,Hilux,2005,Gris,0,Quito
VEH-0293,ASE-0243,ANH-1933,CGGYR5CJUVE8BZPUX,F7NEDHNV32,Renault,Stepway,2008,Plateado,0,Cuenca
VEH-0294,ASE-0176,GUT-6661,R1ZXM9S7FUMEYF896,NA3ES0UHP4,Hyundai,Creta,2016,Plateado,1,Guayaquil
VEH-0295,ASE-0103,AFN-2922,UJ0V812MS53NLNSUR,685PGM6Y7R,Suzuki,Baleno,2019,Blanco,0,Cuenca
VEH-0296,ASE-0201,PET-3397,ELJ12TX2UXBDCA75L,C7M18LCXL6,Renault,Sandero,2019,Beige,2,Quito
VEH-0297,ASE-0137,IGC-6398,PVX0K4JD87DB6SS2W,9MRVRATZMM,Hyundai,Accent,2007,Azul,3,Ibarra
VEH-0298,ASE-0051,PYV-2273,L08CW3A6PF5GKU7T6,BHLRRB12SC,Chevrolet,Aveo,2022,Blanco,4,Quito
VEH-0299,ASE-0100,HLF-4259,ZZM352PM80VTJ77CY,LTD33DCNF3,Chevrolet,Sail,2007,Negro,0,Riobamba
VEH-0300,ASE-0249,ATD-6526,52DE0G1CD8A3HBCLU,SG9WGKZ5CG,Nissan,Frontier,2005,Negro,1,Cuenca
VEH-0301,ASE-0049,GNR-0471,L9FXWWTKR41UY8J1C,CM1X3C20A1,Chevrolet,Sail,2007,Azul,0,Guayaquil
VEH-0302,ASE-0082,AUA-5949,1ST2L9GWBMSS749S6,RE1PAEL9XP,Ford,Territory,2005,Verde,1,Cuenca
VEH-0303,ASE-0128,PXL-1936,L8VHT0R8F8B8CLSKH,83PALFXZRE,Suzuki,Swift,2009,Amarillo,0,Quito
VEH-0304,ASE-0095,GXC-5579,GLH5L792VWLGELX9H,WH4TSATD1X,Toyota,RAV4,2007,Amarillo,0,Guayaquil
VEH-0305,ASE-0198,GYE-8199,E4BJXL4SEKL9WU4Y8,WD11G3K3P4,Hyundai,Santa Fe,2005,Rojo,0,Guayaquil
VEH-0306,ASE-0038,TKM-9998,NFRL7SGXKWLABLSE4,NARLFX2YL1,Nissan,X-Trail,2006,Amarillo,0,Ambato
VEH-0307,ASE-0183,JAP-1929,19MP1TUUYPF43RD7J,HYVB4HBHHF,Chevrolet,Aveo,2009,Amarillo,0,Santo Domingo
VEH-0308,ASE-0179,PNM-9841,CGBHTMC6T4PFAXXJN,N41JG6NYRR,Kia,Picanto,2021,Verde,0,Quito
VEH-0309,ASE-0192,ACD-4217,ZHWLSYH64HAA45G8N,L9WFTVK95J,Chevrolet,Sail,2024,Negro,0,Cuenca
VEH-0310,ASE-0146,PVP-7188,DNY91NKYKBDES797D,Y8367FD0S6,Chevrolet,Aveo,2022,Rojo,4,Quito
VEH-0311,ASE-0010,GWM-0611,4P9WBC2KKS3AJ5HRA,Y54R8TH4BN,Ford,EcoSport,2024,Azul,1,Guayaquil
VEH-0312,ASE-0164,GHF-2279,FPSMK31TUMRW6LMS1,5FBT5XWU4F,Ford,F-150,2023,Gris,0,Guayaquil
VEH-0313,ASE-0148,PGT-0660,7YFH0MD13VPYNW1Z9,HYFZ10683T,Hyundai,i10,2007,Rojo,0,Quito
VEH-0314,ASE-0076,HCH-4587,G2CJ8PMP0KNGRWSXB,TBLB05NUDZ,Chevrolet,Sail,2024,Azul,0,Riobamba
VEH-0315,ASE-0022,PHC-9262,4XDNMWSLV0RXDZWZA,TCFKV3U0JD,Toyota,Land Cruiser,2021,Beige,0,Quito
VEH-0316,ASE-0215,GDD-7645,SJN1YFNKH5WT038DF,E9WAT3R06N,Mazda,CX-5,2022,Negro,0,Guayaquil
VEH-0317,ASE-0092,OLN-6227,TJ7EACGGYVVS9YWDB,GK1NNTAUJU,Chevrolet,D-MAX,2014,Gris,1,Machala
VEH-0318,ASE-0100,HXB-4705,X5CZ5E2S9CFXPX74P,1BLPG0NR4H,Hyundai,Accent,2009,Beige,1,Riobamba
VEH-0319,ASE-0128,PBN-5513,RBCC6EYNNS37LULL8,TN5ZZ7WYVS,Ford,Territory,2007,Beige,2,Quito
VEH-0320,ASE-0059,MMC-2505,66VML4UPJPY26E2KZ,MUL3WF05YG,Kia,Picanto,2015,Gris,0,Manta
VEH-0321,ASE-0019,GVL-5404,839AG77S9WKVGBR9W,SNDFM3B4KV,Nissan,Kicks,2013,Gris,0,Guayaquil
VEH-0322,ASE-0160,PVT-3875,KHHW17MHAW2F8NUAF,VX93EJPHX6,Hyundai,Tucson,2012,Rojo,1,Quito
VEH-0323,ASE-0217,ABH-0990,0R1NXNUJ6T3ULTX4X,N0W0N3GLPJ,Chevrolet,Aveo,2014,Plateado,0,Cuenca
VEH-0324,ASE-0205,HYA-4779,VMARRPRMJ7JFHWUUG,BNBH0FXVJU,Nissan,Kicks,2013,Beige,0,Riobamba
VEH-0325,ASE-0060,HRK-9389,XV2551KSPFA8WC2J2,U2VNFUG2LF,Ford,Explorer,2013,Amarillo,2,Riobamba
VEH-0326,ASE-0156,GJS-6563,VKJFDJY1CNAS3ZPUP,U88MW011UP,Mazda,BT-50,2021,Beige,2,Guayaquil
VEH-0327,ASE-0097,HEN-5720,AT1H21RW2E3PE66JP,0NGE8JEYDN,Hyundai,i10,2016,Beige,0,Riobamba
VEH-0328,ASE-0223,MAG-6558,CLLTAD1VBTXNRMXML,N3W62RTYV1,Hyundai,Santa Fe,2021,Negro,2,Manta
VEH-0329,ASE-0235,PFH-2971,XKHBAEPG36RV9G9FB,02H7FZDZ3M,Chevrolet,Sail,2016,Beige,0,Quito
VEH-0330,ASE-0175,GVK-7802,WZ32J3RJ8K99BW3J4,V4H8SFDUM1,Ford,EcoSport,2018,Naranja,2,Guayaquil
VEH-0331,ASE-0015,ACA-5707,3FSB7DH6T8WP5KXFF,LNCC3AUTD9,Nissan,X-Trail,2009,Blanco,0,Cuenca
VEH-0332,ASE-0171,GKF-2805,B6LBW9X4GFN9DWXU4,KCXJY0DXZB,Toyota,Corolla,2015,Gris,1,Guayaquil
VEH-0333,ASE-0239,PGV-7356,9LLHEFCWDDREC2ZW0,REY8VW7GSB,Chevrolet,Tracker,2010,Verde,0,Quito
VEH-0334,ASE-0248,GHG-1623,0LEL8PL7V0A28PT9E,6HW860P2X0,Nissan,Sentra,2024,Azul,0,Guayaquil
VEH-0335,ASE-0189,MBY-8964,KNUW7G21B8WK9SKAW,8C4PS6V74H,Chevrolet,Spark,2013,Rojo,1,Portoviejo
VEH-0336,ASE-0057,OMZ-9673,RPR83K3VPT83YLWB9,HYKDH9VLUG,Hyundai,Creta,2018,Negro,3,Machala
VEH-0337,ASE-0172,PKD-3748,FR1M2K9ZYCFE78C22,JF2MT4UTSX,Hyundai,Accent,2007,Azul,0,Quito
VEH-0338,ASE-0249,AGT-8959,CCEF3US7XA53R32PF,XSW091472V,Hyundai,Tucson,2019,Verde,2,Cuenca
VEH-0339,ASE-0240,END-2269,M1ALSEDU2WSVV2D32,YJURBD7Y9Z,Nissan,X-Trail,2017,Gris,0,Esmeraldas
VEH-0340,ASE-0006,PWC-7126,KGDEUWDD92LEWWCBL,217C075V6Y,Mazda,Mazda3,2008,Verde,0,Quito
VEH-0341,ASE-0242,GPX-1775,DSSMUJWV3CFYV5XAH,0F85T9AUK3,Renault,Duster,2011,Beige,1,Guayaquil
VEH-0342,ASE-0250,XMW-3909,7KJ5EPYT9PGJEGYDZ,EB911ZEH8V,Hyundai,Elantra,2011,Negro,1,Latacunga
VEH-0343,ASE-0095,GZC-9426,PYZRGXGM55YT8RJRF,241UGDKKF2,Chevrolet,Cruze,2020,Amarillo,0,Guayaquil
VEH-0344,ASE-0100,HEY-5735,SRE2YN9VYEJNJD5UL,PC8D6JJ875,Hyundai,Tucson,2023,Amarillo,0,Riobamba
VEH-0345,ASE-0146,PJG-5409,SG10RZJGP4WVDSGJB,MSHMH8ACVE,Toyota,Hilux,2018,Blanco,0,Quito
VEH-0346,ASE-0057,OLW-9345,HDJ7P9Y66D7XDJW17,HSKF117T93,Chevrolet,Sail,2015,Negro,1,Machala
VEH-0347,ASE-0143,GFD-2954,ADXAKFF11GGESYHED,7GX6KZFC6S,Toyota,Corolla,2005,Gris,1,Guayaquil
VEH-0348,ASE-0107,ADH-3846,H3JUVZ876796F9UV8,RX3KJH12AP,Chevrolet,Spark,2017,Amarillo,0,Cuenca
VEH-0349,ASE-0244,PSF-8964,VPY03BF53HB5UCUCU,DJV4BT4E30,Renault,Logan,2007,Amarillo,2,Quito
VEH-0350,ASE-0071,EDV-1749,MBAAYA3BL13WCG8D2,UN21W09LZ3,Mazda,CX-5,2021,Rojo,4,Esmeraldas
VEH-0351,ASE-0234,PNR-0089,E4KXBNBRAWAJJMMMU,UPVHEJHLYN,Mazda,Mazda3,2010,Naranja,2,Quito
VEH-0352,ASE-0158,MSU-4827,X2AXX77GCJBEN4EVU,AXJ5F8T7UN,Chevrolet,D-MAX,2011,Amarillo,1,Portoviejo
VEH-0353,ASE-0044,TAM-3666,YZLKA61E04RD8JSBN,8XF8NK5G30,Kia,Stonic,2016,Azul,1,Ambato
VEH-0354,ASE-0106,GMM-0505,5T8U7AHDH0U4K0EX0,ZMKY9KGH94,Hyundai,Elantra,2011,Amarillo,2,Guayaquil
VEH-0355,ASE-0183,JGZ-0868,U02UXGWXGHPLH6508,7XT2LNSTPV,Chevrolet,Spark,2021,Blanco,1,Santo Domingo
VEH-0356,ASE-0141,HXC-0115,W7JNS0JK9D0PAXHN3,EBLCEU2KUH,Toyota,Corolla,2017,Amarillo,0,Riobamba
VEH-0357,ASE-0056,PVG-3345,TCRMPD7Z5KUP14X2M,TPR3BZDE2A,Chevrolet,D-MAX,2006,Plateado,1,Quito
VEH-0358,ASE-0040,GZF-6868,C8H82JMBRVRDXT2YE,GUJ1BH6AUR,Hyundai,Tucson,2011,Azul,1,Guayaquil
VEH-0359,ASE-0166,GUC-3500,0BZRZWBNV03KFA99W,F10XX2VN2K,Chevrolet,Spark,2022,Naranja,0,Guayaquil
VEH-0360,ASE-0201,PDM-4758,N8JLDATLX9GFGG24K,E8PV7P09SP,Hyundai,Elantra,2008,Beige,0,Quito
VEH-0361,ASE-0134,TCN-0288,LY6Y6UYVA4KAMPY96,VRA32P2UEY,Renault,Logan,2007,Amarillo,1,Ambato
VEH-0362,ASE-0026,ELB-0985,ZEGUV91JGJUH3LTXB,A8SHA5RN6C,Toyota,Fortuner,2006,Negro,1,Esmeraldas
VEH-0363,ASE-0013,GAY-3957,NBYCXC1BPFXGWRPE1,HKATRKF0RE,Toyota,Fortuner,2017,Verde,3,Guayaquil
VEH-0364,ASE-0122,OTK-0128,79V7C2A7ZJ9GRCE7M,7G7PS7SG96,Toyota,Land Cruiser,2008,Negro,3,Machala
VEH-0365,ASE-0120,AJX-3719,VMEHCZKJB85LEPT9D,K9HGJDSDES,Suzuki,S-Presso,2020,Amarillo,1,Cuenca
VEH-0366,ASE-0212,PTM-9048,XJ7PVM42ZR25H4JDU,U9PMVR1T0U,Ford,Explorer,2018,Verde,0,Quito
VEH-0367,ASE-0133,IHU-9370,E3NAUC4FXLF9ZYAM9,7ZPECY7CVL,Chevrolet,Tracker,2017,Beige,2,Ibarra
VEH-0368,ASE-0201,PGZ-4394,AF6BLBW1YU9WZTKE6,M1TXYKRVS3,Hyundai,Elantra,2006,Beige,1,Quito
VEH-0369,ASE-0169,ISS-0677,7RNCX0YSXTU5VRT44,EUG9BYLUPG,Ford,Ranger,2012,Azul,0,Ibarra
VEH-0370,ASE-0085,PBD-7673,VBEKU2MNJ7NWGM3KY,XEUWJN55G8,Renault,Duster,2023,Negro,1,Quito
VEH-0371,ASE-0239,PCA-3321,7MFVPW5HU2NH9TVNN,8TJN5LX12K,Ford,EcoSport,2013,Plateado,1,Quito
VEH-0372,ASE-0029,PEL-5403,WFG4MH3CNPCKD4GHF,XHP18D3RLA,Nissan,Frontier,2024,Rojo,3,Quito
VEH-0373,ASE-0117,GCP-3323,U9ZUVW42AMHTV2P67,V72P85WP1U,Mazda,CX-5,2013,Rojo,0,Guayaquil
VEH-0374,ASE-0087,GBX-9951,PN524KTLXDCZ9A7AB,FLYW5CHY49,Chevrolet,Cruze,2008,Azul,1,Guayaquil
