id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible_pct,deducible_usd,canal_venta,ciudad,estado_poliza
POL-0211,ASE-0204,Vida,2024-09-20,2025-09-20,749.98,66724.02,0.16,10675.84,Bancaseguros,Cuenca,Vigente
POL-0212,ASE-0137,Salud,2024-10-26,2025-10-26,903.81,11456.77,0.08,916.54,Broker,Cuenca,Vencida
POL-0213,ASE-0114,Vehículos,2024-03-23,2025-03-23,704.81,15506.22,0.2,3101.24,Agente,Guayaquil,Vigente
POL-0214,ASE-0247,Vehículos,2021-03-19,2022-03-19,2463.19,44286.09,0.07,3100.03,Directo,Cuenca,Vigente
POL-0215,ASE-0042,Vida,2023-12-29,2024-12-28,562.58,55752.24,0.16,8920.36,Digital,Guayaquil,Vigente
POL-0216,ASE-0075,Vehículos,2021-06-03,2022-06-03,1126.82,44885.53,0.2,8977.11,Broker,Guayaquil,Vigente
POL-0217,ASE-0220,Vehículos,2024-02-25,2025-02-24,1906.45,27642.94,0.15,4146.44,Directo,Quito,Vigente
POL-0218,ASE-0176,Vehículos,2023-07-16,2024-07-15,775.14,39409.29,0.19,7487.77,Digital,Quito,Vigente
POL-0219,ASE-0104,Vehículos,2020-04-27,2021-04-27,2124.21,20081.08,0.14,2811.35,Agente,Guayaquil,Vigente
POL-0220,ASE-0087,Vehículos,2021-03-08,2022-03-08,503.55,19863.63,0.11,2185.0,Agente,Quito,Vigente
POL-0221,ASE-0214,Hogar,2023-07-25,2024-07-24,678.79,41194.94,0.17,7003.14,Broker,Guayaquil,Vigente
POL-0222,ASE-0018,Generales,2024-10-17,2025-10-17,914.47,27671.4,0.09,2490.43,Agente,Guayaquil,Vigente
POL-0223,ASE-0176,Vehículos,2024-06-12,2025-06-12,619.54,24671.05,0.09,2220.39,Broker,Guayaquil,Cancelada
POL-0224,ASE-0125,Vehículos,2023-10-02,2024-10-01,2199.22,17610.21,0.19,3345.94,Directo,Ambato,Vigente
POL-0225,ASE-0198,Vehículos,2020-09-06,2021-09-06,1080.31,31128.05,0.05,1556.4,Broker,Guayaquil,Vigente
POL-0226,ASE-0169,Hogar,2020-05-26,2021-05-26,585.37,17229.56,0.11,1895.25,Digital,Ambato,Vigente
POL-0227,ASE-0015,Hogar,2022-11-07,2023-11-07,863.97,40950.89,0.08,3276.07,Bancaseguros,Santo Domingo,Vigente
POL-0228,ASE-0213,Salud,2024-01-14,2025-01-13,848.06,16838.16,0.06,1010.29,Agente,Quito,Vigente
POL-0229,ASE-0188,Salud,2021-07-20,2022-07-20,367.55,24768.85,0.1,2476.89,Agente,Ambato,Vigente
POL-0230,ASE-0146,Vehículos,2020-05-28,2021-05-28,2367.25,36971.29,0.15,5545.69,Agente,Guayaquil,Vigente
POL-0231,ASE-0095,Vida,2020-06-26,2021-06-26,618.25,48530.72,0.06,2911.84,Agente,Quito,Vigente
POL-0232,ASE-0145,Generales,2024-04-18,2025-04-18,677.78,37140.92,0.11,4085.5,Digital,Cuenca,Vigente
POL-0233,ASE-0005,Salud,2023-03-12,2024-03-11,436.99,28333.63,0.16,4533.38,Digital,Quito,Cancelada
POL-0234,ASE-0152,Salud,2021-03-09,2022-03-09,976.29,19773.37,0.12,2372.8,Digital,Ibarra,Vigente
POL-0235,ASE-0207,Hogar,2021-01-13,2022-01-13,1003.43,10528.32,0.17,1789.81,Broker,Quito,Vigente
POL-0236,ASE-0005,Vehículos,2021-06-03,2022-06-03,2450.43,11749.09,0.15,1762.36,Agente,Guayaquil,Vigente
POL-0237,ASE-0019,Salud,2023-06-29,2024-06-28,1044.2,26671.93,0.07,1867.04,Agente,Quito,Vigente
POL-0238,ASE-0170,Vehículos,2020-07-02,2021-07-02,553.91,10986.85,0.08,878.95,Digital,Ambato,Vencida
POL-0239,ASE-0063,Salud,2024-03-19,2025-03-19,1658.91,22911.31,0.14,3207.58,Digital,Guayaquil,Vigente
POL-0240,ASE-0119,Vehículos,2022-12-25,2023-12-25,1353.2,27661.18,0.06,1659.67,Broker,Manta,Vencida
POL-0241,ASE-0245,Hogar,2022-12-07,2023-12-07,274.19,27931.79,0.11,3072.5,Directo,Ibarra,Vigente
POL-0242,ASE-0229,Vehículos,2022-09-17,2023-09-17,2075.57,14252.97,0.2,2850.59,Broker,Cuenca,Vigente
POL-0243,ASE-0048,Vida,2020-09-27,2021-09-27,403.11,49406.42,0.16,7905.03,Broker,Ambato,Vigente
POL-0244,ASE-0118,Vehículos,2021-11-25,2022-11-25,2424.05,32818.11,0.13,4266.35,Bancaseguros,Quito,Vigente
POL-0245,ASE-0122,Vehículos,2023-08-21,2024-08-20,1140.08,26787.86,0.18,4821.81,Digital,Quito,Vigente
POL-0246,ASE-0240,Vehículos,2021-03-01,2022-03-01,1838.37,42628.18,0.19,8099.35,Broker,Quito,Vigente
POL-0247,ASE-0179,Salud,2023-11-20,2024-11-19,472.93,12719.18,0.06,763.15,Broker,Cuenca,Vigente
POL-0248,ASE-0198,Generales,2022-02-21,2023-02-21,485.47,16508.55,0.19,3136.62,Digital,Guayaquil,Vigente
POL-0249,ASE-0173,Vehículos,2024-01-24,2025-01-23,1737.56,36425.51,0.08,2914.04,Broker,Quito,Suspendida
POL-0250,ASE-0032,Vehículos,2020-10-23,2021-10-23,654.21,6827.23,0.06,409.63,Agente,Quito,Vigente
POL-0251,ASE-0216,Vehículos,2020-02-18,2021-02-17,1421.21,35983.83,0.11,3958.22,Bancaseguros,Quito,Vigente
POL-0252,ASE-0073,Vehículos,2023-02-27,2024-02-27,2079.04,30603.36,0.09,2754.3,Agente,Riobamba,Suspendida
POL-0253,ASE-0002,Vehículos,2023-12-27,2024-12-26,694.59,6997.67,0.2,1399.53,Digital,Riobamba,Vencida
POL-0254,ASE-0119,Generales,2022-03-21,2023-03-21,930.94,15715.96,0.16,2514.55,Directo,Quito,Vigente
POL-0255,ASE-0128,Vehículos,2022-04-01,2023-04-01,1340.43,16909.76,0.12,2029.17,Broker,Guayaquil,Vigente
POL-0256,ASE-0080,Salud,2024-12-17,2025-12-17,929.68,28524.91,0.08,2281.99,Bancaseguros,Guayaquil,Vencida
POL-0257,ASE-0228,Vehículos,2021-12-12,2022-12-12,2480.28,22065.22,0.09,1985.87,Agente,Guayaquil,Vigente
POL-0258,ASE-0085,Vehículos,2020-03-08,2021-03-08,912.95,5922.14,0.1,592.21,Agente,Guayaquil,Suspendida
POL-0259,ASE-0057,Salud,2022-08-21,2023-08-21,1183.29,9979.5,0.11,1097.75,Broker,Guayaquil,Vigente
POL-0260,ASE-0070,Vehículos,2023-03-03,2024-03-02,791.59,22064.99,0.12,2647.8,Broker,Cuenca,Vigente
POL-0261,ASE-0021,Generales,2020-08-13,2021-08-13,956.79,35895.62,0.1,3589.56,Digital,Riobamba,Vigente
POL-0262,ASE-0146,Salud,2023-11-26,2024-11-25,781.64,14503.92,0.06,870.24,Broker,Quito,Vigente
POL-0263,ASE-0095,Vehículos,2023-04-30,2024-04-29,416.71,23638.07,0.11,2600.19,Agente,Guayaquil,Suspendida
POL-0264,ASE-0029,Hogar,2020-11-26,2021-11-26,662.67,30218.68,0.15,4532.8,Broker,Ambato,Cancelada
POL-0265,ASE-0110,Vehículos,2021-09-05,2022-09-05,564.56,14390.83,0.1,1439.08,Agente,Manta,Vencida
POL-0266,ASE-0075,Vehículos,2022-12-10,2023-12-10,1575.14,29830.6,0.14,4176.28,Directo,Ibarra,Vigente
POL-0267,ASE-0086,Vehículos,2023-06-06,2024-06-05,2337.47,20738.84,0.11,2281.27,Broker,Tulcán,Cancelada
POL-0268,ASE-0112,Salud,2021-05-22,2022-05-22,795.61,12463.43,0.09,1121.71,Agente,Guayaquil,Vigente
POL-0269,ASE-0231,Vida,2021-08-21,2022-08-21,349.8,77079.61,0.09,6937.16,Broker,Guayaquil,Vigente
POL-0270,ASE-0019,Salud,2024-06-09,2025-06-09,1217.98,27417.2,0.11,3015.89,Directo,Ibarra,Vigente
POL-0271,ASE-0238,Hogar,2023-05-20,2024-05-19,952.98,32741.71,0.09,2946.75,Broker,Loja,Suspendida
POL-0272,ASE-0181,Vehículos,2024-10-22,2025-10-22,1614.47,15339.15,0.09,1380.52,Bancaseguros,Quito,Vigente
POL-0273,ASE-0148,Hogar,2024-12-09,2025-12-09,609.92,19324.85,0.05,966.24,Agente,Riobamba,Cancelada
POL-0274,ASE-0195,Vehículos,2023-10-16,2024-10-15,1869.18,38470.86,0.08,3077.67,Digital,Guayaquil,Cancelada
POL-0275,ASE-0058,Vehículos,2020-04-07,2021-04-07,1451.06,28732.84,0.07,2011.3,Digital,Guayaquil,Vencida
POL-0276,ASE-0186,Salud,2022-09-03,2023-09-03,627.79,23088.65,0.14,3232.41,Agente,Quito,Vigente
POL-0277,ASE-0210,Hogar,2022-12-27,2023-12-27,1082.34,34986.9,0.14,4898.17,Agente,Quito,Suspendida
POL-0278,ASE-0240,Vehículos,2021-07-06,2022-07-06,731.16,8990.36,0.2,1798.07,Digital,Babahoyo,Vencida
POL-0279,ASE-0229,Vehículos,2024-04-05,2025-04-05,671.09,27840.28,0.15,4176.04,Digital,Quito,Vencida
POL-0280,ASE-0030,Vida,2024-10-28,2025-10-28,178.18,53086.35,0.1,5308.64,Bancaseguros,Quito,Vencida
POL-0281,ASE-0231,Salud,2024-10-10,2025-10-10,589.07,17964.3,0.14,2515.0,Bancaseguros,Loja,Vigente
POL-0282,ASE-0201,Vehículos,2022-04-25,2023-04-25,1392.5,19821.76,0.14,2775.05,Agente,Guayaquil,Vigente
POL-0283,ASE-0220,Vehículos,2024-05-11,2025-05-11,913.31,10026.44,0.06,601.59,Agente,Quito,Vigente
POL-0284,ASE-0072,Hogar,2023-03-06,2024-03-05,504.39,26179.17,0.19,4974.04,Agente,Santo Domingo,Suspendida
POL-0285,ASE-0038,Salud,2024-01-21,2025-01-20,1149.86,20273.46,0.17,3446.49,Agente,Quito,Vigente
POL-0286,ASE-0037,Vida,2024-02-18,2025-02-17,219.31,88717.74,0.17,15082.02,Agente,Ambato,Vigente
POL-0287,ASE-0053,Vehículos,2024-02-11,2025-02-10,1099.97,39550.98,0.11,4350.61,Agente,Quito,Vigente
POL-0288,ASE-0092,Hogar,2022-12-18,2023-12-18,591.61,37693.11,0.1,3769.31,Broker,Machala,Cancelada
POL-0289,ASE-0087,Vehículos,2023-07-10,2024-07-09,1389.84,32101.63,0.05,1605.08,Agente,Guayaquil,Vigente
POL-0290,ASE-0241,Generales,2022-05-31,2023-05-31,348.6,38979.83,0.14,5457.18,Broker,Cuenca,Vigente
POL-0291,ASE-0056,Vehículos,2020-05-20,2021-05-20,1157.04,15443.66,0.09,1389.93,Broker,Riobamba,Vigente
POL-0292,ASE-0067,Salud,2023-11-25,2024-11-24,881.83,13181.4,0.06,790.88,Agente,Cuenca,Vencida
POL-0293,ASE-0058,Vehículos,2023-01-15,2024-01-15,500.92,27029.2,0.08,2162.34,Bancaseguros,Ambato,Vencida
POL-0294,ASE-0228,Salud,2021-01-10,2022-01-10,911.09,9762.34,0.19,1854.84,Agente,Guayaquil,Vencida
POL-0295,ASE-0190,Vehículos,2020-10-04,2021-10-04,922.19,6339.42,0.1,633.94,Agente,Guayaquil,Vigente
POL-0296,ASE-0075,Salud,2021-01-10,2022-01-10,611.87,11628.08,0.07,813.97,Digital,Quito,Vigente
POL-0297,ASE-0078,Vehículos,2021-04-20,2022-04-20,1899.83,31531.43,0.11,3468.46,Agente,Guayaquil,Vigente
POL-0298,ASE-0190,Vida,2023-11-20,2024-11-19,577.72,70731.75,0.17,12024.4,Bancaseguros,Quito,Vigente
POL-0299,ASE-0139,Vehículos,2024-08-29,2025-08-29,1559.55,6120.82,0.19,1162.96,Agente,Loja,Vigente
POL-0300,ASE-0244,Vehículos,2023-08-26,2024-08-25,1886.48,17551.7,0.07,1228.62,Bancaseguros,Quito,Vigente
