id_siniestro,id_poliza,id_asegurado,ramo,cobertura,monto_reclamado,score_riesgo,semaforo,prob_fraude_ml,pred_fraude_ml,nivel_riesgo_ml,etiqueta_fraude_simulada
SIN-0226,POL-0151,ASE-0094,Vehículos,Pérdida Total,15604.11,5,Verde,0.12775729709872843,0,Bajo,0
SIN-0227,POL-0110,ASE-0014,Vehículos,Robo,9283.94,26,Verde,0.03504002784338671,0,Bajo,0
SIN-0228,POL-0181,ASE-0029,Vehículos,Pérdida Total,28906.19,26,Verde,0.0862690968404707,0,Bajo,0
SIN-0229,POL-0162,ASE-0088,Generales,Responsabilidad Civil,16803.13,56,Amarillo,0.45373262412222715,0,Medio,0
SIN-0230,POL-0188,ASE-0007,Vehículos,Pérdida Total,17756.81,71,Amarillo,0.3249464171293356,0,Medio,0
SIN-0231,POL-0037,ASE-0218,Vehículos,Responsabilidad Civil,24463.02,90,Rojo,0.9205904804082684,1,Alto,1
SIN-0232,POL-0297,ASE-0078,Vida,Invalidez Total,26931.19,71,Amarillo,0.4929562318826754,0,Medio,0
SIN-0233,POL-0126,ASE-0227,Hogar,Responsabilidad Civil,13271.88,20,Verde,0.10498902055983357,0,Bajo,0
SIN-0234,POL-0242,ASE-0229,Hogar,Robo Contenido,5066.17,0,Verde,0.11083315805231582,0,Bajo,0
SIN-0235,POL-0050,ASE-0229,Vehículos,Choque,3910.81,25,Verde,0.05083477281256234,0,Bajo,0
SIN-0236,POL-0023,ASE-0220,Hogar,Robo Contenido,2741.74,26,Verde,0.1184804936597985,0,Bajo,0
SIN-0237,POL-0274,ASE-0195,Vida,Invalidez Total,44468.04,41,Amarillo,0.17902681553683666,0,Bajo,0
SIN-0238,POL-0281,ASE-0231,Vehículos,Robo,17257.77,89,Rojo,0.9815654142514633,1,Alto,1
SIN-0239,POL-0289,ASE-0087,Generales,Robo Equipos,7382.33,56,Amarillo,0.32449484262681866,0,Medio,0
SIN-0240,POL-0020,ASE-0225,Salud,Emergencia,412.7,86,Rojo,0.9175407324991685,1,Alto,1
SIN-0241,POL-0263,ASE-0095,Vida,Invalidez Parcial,17052.23,56,Amarillo,0.3249175300365041,0,Medio,0
SIN-0242,POL-0173,ASE-0146,Generales,Robo Equipos,11391.73,25,Verde,0.14960438462284886,0,Bajo,0
SIN-0243,POL-0096,ASE-0058,Hogar,Robo Contenido,1471.74,58,Amarillo,0.5523596585053802,1,Medio,1
SIN-0244,POL-0264,ASE-0029,Salud,Atención Médica,285.74,15,Verde,0.05670620347225621,0,Bajo,0
SIN-0245,POL-0235,ASE-0207,Vehículos,Pérdida Total,10409.91,87,Rojo,0.49549030286349627,0,Medio,1
SIN-0246,POL-0061,ASE-0174,Vehículos,Robo,9853.63,95,Rojo,0.990509901917448,1,Alto,1
SIN-0247,POL-0108,ASE-0085,Vehículos,Pérdida Total,41536.2,46,Amarillo,0.21872672392849657,0,Bajo,0
SIN-0248,POL-0001,ASE-0033,Vehículos,Robo Parcial,2822.42,26,Verde,0.3381976841330303,0,Medio,1
SIN-0249,POL-0085,ASE-0131,Vida,Enfermedades Graves,18299.92,26,Verde,0.0861241239891345,0,Bajo,0
SIN-0250,POL-0058,ASE-0153,Vehículos,Responsabilidad Civil,4243.39,11,Verde,0.08104651269897083,0,Bajo,0
SIN-0251,POL-0061,ASE-0174,Vehículos,Volcadura,15662.28,21,Verde,0.4379529698704699,0,Medio,1
SIN-0252,POL-0178,ASE-0054,Salud,Atención Médica,1844.74,11,Verde,0.028688569796238635,0,Bajo,0
SIN-0253,POL-0074,ASE-0170,Salud,Hospitalización,6700.7,0,Verde,0.03426902790026495,0,Bajo,0
SIN-0254,POL-0070,ASE-0102,Vida,Invalidez Total,36870.48,56,Amarillo,0.3558869561998621,0,Medio,0
SIN-0255,POL-0217,ASE-0220,Vehículos,Responsabilidad Civil,2205.98,15,Verde,0.12260795330673048,0,Bajo,0
SIN-0256,POL-0066,ASE-0158,Vehículos,Volcadura,4892.51,100,Rojo,0.9010900451211461,1,Alto,1
SIN-0257,POL-0091,ASE-0043,Vehículos,Responsabilidad Civil,7225.79,5,Verde,0.10521424859436498,0,Bajo,0
SIN-0258,POL-0191,ASE-0217,Vehículos,Responsabilidad Civil,18693.18,57,Amarillo,0.34085428341747864,0,Medio,0
SIN-0259,POL-0027,ASE-0198,Vehículos,Pérdida Total,42685.44,20,Verde,0.07138842908295895,0,Bajo,0
SIN-0260,POL-0259,ASE-0057,Vehículos,Pérdida Total,44445.45,11,Verde,0.09998445968925418,0,Bajo,0
SIN-0261,POL-0138,ASE-0051,Hogar,Incendio,9480.15,45,Amarillo,0.3786327251742774,0,Medio,0
SIN-0262,POL-0245,ASE-0122,Vehículos,Pérdida Total,21492.07,23,Verde,0.09060284007523062,0,Bajo,0
SIN-0263,POL-0183,ASE-0088,Generales,Daño Equipos,32619.57,100,Rojo,0.861213800022179,1,Alto,1
SIN-0264,POL-0265,ASE-0110,Salud,Maternidad,1567.18,0,Verde,0.02044165731833877,0,Bajo,0
SIN-0265,POL-0233,ASE-0005,Vehículos,Daño Parcial,2538.32,20,Verde,0.05867920943553012,0,Bajo,0
SIN-0266,POL-0028,ASE-0040,Salud,Maternidad,3005.46,41,Amarillo,0.24527402105926607,0,Bajo,0
SIN-0267,POL-0248,ASE-0198,Salud,Hospitalización,3108.99,0,Verde,0.040820975464486854,0,Bajo,0
SIN-0268,POL-0086,ASE-0023,Hogar,Terremoto,12504.58,26,Verde,0.0806229949328203,0,Bajo,0
SIN-0269,POL-0065,ASE-0158,Vehículos,Responsabilidad Civil,7281.47,26,Verde,0.09508009152307403,0,Bajo,0
SIN-0270,POL-0003,ASE-0188,Vehículos,Daño Parcial,3256.22,26,Verde,0.07524413330533197,0,Bajo,0
SIN-0271,POL-0231,ASE-0095,Vida,Invalidez Parcial,16933.74,0,Verde,0.025396201299467135,0,Bajo,0
SIN-0272,POL-0011,ASE-0204,Generales,Daño Equipos,3212.73,11,Verde,0.06336808568960423,0,Bajo,0
SIN-0273,POL-0083,ASE-0165,Salud,Atención Médica,1382.78,12,Verde,0.09384201970835812,0,Bajo,0
SIN-0274,POL-0206,ASE-0202,Vehículos,Daño Parcial,1939.79,76,Rojo,0.7655354740412197,1,Alto,1
SIN-0275,POL-0011,ASE-0204,Vehículos,Robo,9221.23,14,Verde,0.07470423108629996,0,Bajo,0
SIN-0276,POL-0199,ASE-0055,Vida,Invalidez Parcial,5620.81,71,Amarillo,0.7713675895627352,1,Alto,1
SIN-0277,POL-0184,ASE-0119,Vehículos,Choque,4697.58,26,Verde,0.05599894302342066,0,Bajo,0
SIN-0278,POL-0180,ASE-0069,Vehículos,Choque,2116.19,5,Verde,0.09341042879924606,0,Bajo,0
SIN-0279,POL-0284,ASE-0072,Vehículos,Pérdida Total,13166.69,26,Verde,0.0489726580674423,0,Bajo,0
SIN-0280,POL-0002,ASE-0094,Vehículos,Volcadura,32052.79,95,Rojo,0.9337333475191345,1,Alto,1
SIN-0281,POL-0266,ASE-0075,Generales,Responsabilidad Civil,4416.24,47,Amarillo,0.6613854989232175,1,Alto,1
SIN-0282,POL-0268,ASE-0112,Hogar,Robo Contenido,3229.07,11,Verde,0.02706911909312932,0,Bajo,0
SIN-0283,POL-0218,ASE-0176,Salud,Hospitalización,3455.13,48,Amarillo,0.28707839752791264,0,Bajo,0
SIN-0284,POL-0028,ASE-0040,Vehículos,Robo Parcial,1331.37,84,Rojo,0.6842765254575915,1,Alto,1
SIN-0285,POL-0016,ASE-0093,Vehículos,Choque,3513.45,26,Verde,0.14070036119510587,0,Bajo,0
SIN-0286,POL-0180,ASE-0069,Vehículos,Choque,7504.15,48,Amarillo,0.6053137259261259,1,Alto,1
SIN-0287,POL-0101,ASE-0055,Hogar,Incendio,19755.94,48,Amarillo,0.5395171720855355,1,Medio,0
SIN-0288,POL-0184,ASE-0119,Vehículos,Robo,14773.91,56,Amarillo,0.2277791415724078,0,Bajo,0
SIN-0289,POL-0162,ASE-0088,Hogar,Terremoto,6109.56,57,Amarillo,0.7064225464098793,1,Alto,1
SIN-0290,POL-0105,ASE-0061,Vida,Invalidez Total,20939.18,11,Verde,0.10515604621132717,0,Bajo,0
SIN-0291,POL-0073,ASE-0069,Vehículos,Daño Parcial,1674.81,56,Amarillo,0.618270649189249,1,Alto,0
SIN-0292,POL-0059,ASE-0173,Vida,Invalidez Total,47767.65,26,Verde,0.08089750460991177,0,Bajo,0
SIN-0293,POL-0168,ASE-0095,Vehículos,Volcadura,7817.69,44,Amarillo,0.3328352346649512,0,Medio,0
SIN-0294,POL-0146,ASE-0244,Hogar,Daño por Agua,6286.16,25,Verde,0.12333142877458236,0,Bajo,0
SIN-0295,POL-0073,ASE-0069,Vehículos,Volcadura,6831.61,26,Verde,0.10909404602274626,0,Bajo,0
SIN-0296,POL-0103,ASE-0121,Hogar,Responsabilidad Civil,13983.08,43,Amarillo,0.14125895336413788,0,Bajo,0
SIN-0297,POL-0106,ASE-0056,Generales,Incendio Comercial,10462.99,0,Verde,0.06293698074100842,0,Bajo,0
SIN-0298,POL-0070,ASE-0102,Salud,Atención Médica,822.89,0,Verde,0.12193964373619279,0,Bajo,0
SIN-0299,POL-0021,ASE-0179,Hogar,Robo Contenido,4096.47,96,Rojo,0.5759175040487542,1,Medio,1
SIN-0300,POL-0267,ASE-0086,Hogar,Terremoto,5986.53,11,Verde,0.1111495649657562,0,Bajo,0
SIN-0301,POL-0252,ASE-0073,Salud,Cirugía,10976.58,11,Verde,0.09565084000365388,0,Bajo,0
SIN-0302,POL-0240,ASE-0119,Salud,Emergencia,572.18,0,Verde,0.12156408128113425,0,Bajo,0
SIN-0303,POL-0267,ASE-0086,Hogar,Daño por Agua,5544.39,0,Verde,0.0807954849489408,0,Bajo,0
SIN-0304,POL-0020,ASE-0225,Vehículos,Robo Parcial,3397.31,15,Verde,0.09895659061521987,0,Bajo,0
SIN-0305,POL-0221,ASE-0214,Vehículos,Daño Parcial,3628.14,10,Verde,0.13987825198866288,0,Bajo,0
SIN-0306,POL-0111,ASE-0161,Vehículos,Daño Parcial,2992.18,17,Verde,0.054989898034502355,0,Bajo,0
SIN-0307,POL-0201,ASE-0155,Vehículos,Choque,5072.66,13,Verde,0.09220443435934281,0,Bajo,0
SIN-0308,POL-0098,ASE-0044,Salud,Hospitalización,1659.85,43,Amarillo,0.17726039377069916,0,Bajo,0
SIN-0309,POL-0139,ASE-0146,Vehículos,Choque,5453.57,56,Amarillo,0.37929458186239295,0,Medio,0
SIN-0310,POL-0197,ASE-0220,Vehículos,Choque,6337.14,16,Verde,0.11110550570665297,0,Bajo,0
SIN-0311,POL-0004,ASE-0231,Vehículos,Responsabilidad Civil,20997.81,76,Rojo,0.9740399739182246,1,Alto,1
SIN-0312,POL-0252,ASE-0073,Vehículos,Pérdida Total,31522.86,42,Amarillo,0.30913337620131104,0,Medio,0
SIN-0313,POL-0085,ASE-0131,Hogar,Terremoto,7516.3,11,Verde,0.08926653126660397,0,Bajo,0
SIN-0314,POL-0234,ASE-0152,Vehículos,Choque,6159.19,10,Verde,0.043643865462735354,0,Bajo,0
SIN-0315,POL-0037,ASE-0218,Vehículos,Daño Parcial,3659.47,47,Amarillo,0.18789613832981852,0,Bajo,0
SIN-0316,POL-0258,ASE-0085,Vehículos,Pérdida Total,32275.08,15,Verde,0.1026799003872693,0,Bajo,0
SIN-0317,POL-0223,ASE-0176,Hogar,Responsabilidad Civil,6367.9,15,Verde,0.08152324733464225,0,Bajo,0
SIN-0318,POL-0056,ASE-0087,Salud,Emergencia,1615.01,13,Verde,0.053546030884666695,0,Bajo,0
SIN-0319,POL-0137,ASE-0077,Vehículos,Responsabilidad Civil,18808.58,9,Verde,0.4826285849996358,0,Medio,1
SIN-0320,POL-0086,ASE-0023,Hogar,Responsabilidad Civil,8774.38,71,Amarillo,0.6690704817069519,1,Alto,1
SIN-0321,POL-0030,ASE-0226,Hogar,Terremoto,4655.32,13,Verde,0.07431606274525199,0,Bajo,0
SIN-0322,POL-0295,ASE-0190,Salud,Atención Médica,314.48,11,Verde,0.07324145987016577,0,Bajo,0
SIN-0323,POL-0139,ASE-0146,Salud,Emergencia,1663.47,26,Verde,0.08501170088386202,0,Bajo,0
SIN-0324,POL-0251,ASE-0216,Vehículos,Robo,34439.7,88,Rojo,0.971586293402997,1,Alto,1
SIN-0325,POL-0198,ASE-0248,Salud,Emergencia,476.34,71,Amarillo,0.3733140632388157,0,Medio,0
SIN-0326,POL-0141,ASE-0112,Salud,Maternidad,3565.9,29,Verde,0.0704704329613088,0,Bajo,0
SIN-0327,POL-0175,ASE-0188,Salud,Emergencia,23349.14,92,Rojo,0.9070387250485868,1,Alto,1
SIN-0328,POL-0084,ASE-0002,Salud,Cirugía,8144.53,14,Verde,0.03435752761483486,0,Bajo,0
SIN-0329,POL-0264,ASE-0029,Vida,Enfermedades Graves,16892.48,26,Verde,0.03678589400408048,0,Bajo,0
SIN-0330,POL-0199,ASE-0055,Salud,Hospitalización,2660.99,26,Verde,0.08542293007840332,0,Bajo,0
SIN-0331,POL-0199,ASE-0055,Vehículos,Robo,43313.15,11,Verde,0.06783759631352296,0,Bajo,0
SIN-0332,POL-0258,ASE-0085,Salud,Atención Médica,5786.76,100,Rojo,0.9311635148581665,1,Alto,1
SIN-0333,POL-0156,ASE-0173,Generales,Daño Equipos,2998.86,26,Verde,0.051147060228029846,0,Bajo,0
SIN-0334,POL-0052,ASE-0003,Vehículos,Robo Parcial,3478.91,9,Verde,0.06108433220163707,0,Bajo,0
SIN-0335,POL-0050,ASE-0229,Vehículos,Robo Parcial,727.98,83,Rojo,0.8648259060068149,1,Alto,1
SIN-0336,POL-0201,ASE-0155,Vehículos,Responsabilidad Civil,10331.02,26,Verde,0.07042341405461308,0,Bajo,0
SIN-0337,POL-0254,ASE-0119,Salud,Maternidad,1799.71,58,Amarillo,0.5076887978710638,1,Medio,0
SIN-0338,POL-0028,ASE-0040,Salud,Maternidad,2115.56,71,Amarillo,0.36127716487779277,0,Medio,0
SIN-0339,POL-0238,ASE-0170,Salud,Maternidad,3665.65,46,Amarillo,0.38995004825900076,0,Medio,0
SIN-0340,POL-0092,ASE-0172,Generales,Responsabilidad Civil,4197.99,56,Amarillo,0.311706400835725,0,Medio,0
SIN-0341,POL-0294,ASE-0228,Vehículos,Pérdida Total,30969.07,12,Verde,0.020243266544152205,0,Bajo,0
SIN-0342,POL-0053,ASE-0013,Vehículos,Choque,16858.38,76,Rojo,0.9081492285704948,1,Alto,1
SIN-0343,POL-0124,ASE-0025,Vehículos,Pérdida Total,21843.02,0,Verde,0.054691775477882704,0,Bajo,0
SIN-0344,POL-0096,ASE-0058,Vida,Invalidez Parcial,12166.64,5,Verde,0.07171467074542125,0,Bajo,0
SIN-0345,POL-0283,ASE-0220,Generales,Responsabilidad Civil,10054.51,26,Verde,0.1914687769259664,0,Bajo,0
SIN-0346,POL-0262,ASE-0146,Generales,Daño Equipos,7886.84,26,Verde,0.13048619426064856,0,Bajo,0
SIN-0347,POL-0207,ASE-0052,Hogar,Incendio,10819.51,58,Amarillo,0.2806870851065393,0,Bajo,0
SIN-0348,POL-0265,ASE-0110,Vehículos,Robo,16973.68,76,Rojo,0.9869980687869395,1,Alto,1
SIN-0349,POL-0130,ASE-0159,Vehículos,Robo Parcial,2272.76,26,Verde,0.09236522174145484,0,Bajo,0
SIN-0350,POL-0278,ASE-0240,Salud,Hospitalización,7857.82,14,Verde,0.08608435269631212,0,Bajo,0
SIN-0351,POL-0217,ASE-0220,Salud,Cirugía,2172.51,48,Amarillo,0.21604160328992544,0,Bajo,0
SIN-0352,POL-0234,ASE-0152,Vehículos,Robo,19323.0,23,Verde,0.0932737918436943,0,Bajo,0
SIN-0353,POL-0013,ASE-0030,Generales,Robo Equipos,14079.32,56,Amarillo,0.2989799142372062,0,Bajo,0
SIN-0354,POL-0134,ASE-0225,Vehículos,Pérdida Total,29992.86,27,Verde,0.20602745411171977,0,Bajo,0
SIN-0355,POL-0176,ASE-0043,Vehículos,Volcadura,14012.17,26,Verde,0.06165226067233906,0,Bajo,0
SIN-0356,POL-0093,ASE-0037,Vehículos,Choque,7303.79,13,Verde,0.08285241238787203,0,Bajo,0
SIN-0357,POL-0232,ASE-0145,Vehículos,Volcadura,15587.86,19,Verde,0.12231963342834988,0,Bajo,0
SIN-0358,POL-0111,ASE-0161,Vehículos,Volcadura,14572.74,44,Amarillo,0.2618583320597756,0,Bajo,0
SIN-0359,POL-0110,ASE-0014,Vehículos,Robo,14346.1,28,Verde,0.09315249544053138,0,Bajo,0
SIN-0360,POL-0140,ASE-0043,Vehículos,Pérdida Total,39087.03,12,Verde,0.03132125703682628,0,Bajo,0
SIN-0361,POL-0270,ASE-0019,Vehículos,Volcadura,15852.92,13,Verde,0.11939372668706047,0,Bajo,0
SIN-0362,POL-0161,ASE-0017,Vida,Invalidez Parcial,7065.58,26,Verde,0.04385402078560843,0,Bajo,0
SIN-0363,POL-0109,ASE-0132,Vehículos,Robo,14253.37,97,Rojo,0.9799227420106417,1,Alto,1
SIN-0364,POL-0080,ASE-0150,Hogar,Terremoto,9495.91,56,Amarillo,0.34667432547550026,0,Medio,0
SIN-0365,POL-0184,ASE-0119,Generales,Responsabilidad Civil,13222.98,0,Verde,0.09736552396557652,0,Bajo,0
SIN-0366,POL-0219,ASE-0104,Vehículos,Robo Parcial,2307.04,44,Amarillo,0.22105086865932377,0,Bajo,0
SIN-0367,POL-0177,ASE-0115,Vehículos,Robo,35288.9,88,Rojo,0.9862971270102152,1,Alto,1
SIN-0368,POL-0060,ASE-0213,Vehículos,Robo,13656.42,30,Verde,0.08807326194201114,0,Bajo,0
SIN-0369,POL-0249,ASE-0173,Hogar,Robo Contenido,6931.11,26,Verde,0.10170350778033194,0,Bajo,0
SIN-0370,POL-0183,ASE-0088,Salud,Cirugía,9662.68,25,Verde,0.0989370244293168,0,Bajo,0
SIN-0371,POL-0014,ASE-0119,Vehículos,Choque,4131.62,5,Verde,0.0606732107607621,0,Bajo,0
SIN-0372,POL-0138,ASE-0051,Vehículos,Pérdida Total,18308.33,26,Verde,0.11110266905956533,0,Bajo,0
SIN-0373,POL-0277,ASE-0210,Generales,Daño Equipos,3230.69,5,Verde,0.08777839455287191,0,Bajo,0
SIN-0374,POL-0281,ASE-0231,Salud,Atención Médica,671.89,0,Verde,0.15818667682815218,0,Bajo,0
SIN-0375,POL-0144,ASE-0173,Vehículos,Robo Parcial,1936.96,0,Verde,0.10472691444350185,0,Bajo,0
SIN-0376,POL-0053,ASE-0013,Salud,Emergencia,619.38,26,Verde,0.06660761563296465,0,Bajo,0
SIN-0377,POL-0121,ASE-0227,Salud,Cirugía,9640.11,11,Verde,0.07432370729957014,0,Bajo,0
SIN-0378,POL-0092,ASE-0172,Vehículos,Robo,28107.28,87,Rojo,0.9873958356820001,1,Alto,1
SIN-0379,POL-0189,ASE-0010,Vehículos,Daño Parcial,1326.59,26,Verde,0.0731928665348994,0,Bajo,0
SIN-0380,POL-0225,ASE-0198,Generales,Robo Equipos,12171.89,26,Verde,0.07585890615081108,0,Bajo,0
SIN-0381,POL-0210,ASE-0247,Vehículos,Choque,6256.27,13,Verde,0.07249879654550268,0,Bajo,0
SIN-0382,POL-0054,ASE-0239,Salud,Cirugía,9749.61,0,Verde,0.041643350173841284,0,Bajo,0
SIN-0383,POL-0086,ASE-0023,Vehículos,Robo Parcial,724.57,33,Verde,0.1542502184950877,0,Bajo,0
SIN-0384,POL-0133,ASE-0107,Salud,Maternidad,3800.67,9,Verde,0.09224603734527363,0,Bajo,0
SIN-0385,POL-0258,ASE-0085,Vehículos,Robo,12469.75,5,Verde,0.13827090677558895,0,Bajo,0
SIN-0386,POL-0066,ASE-0158,Hogar,Terremoto,6908.55,76,Rojo,0.9198244358328751,1,Alto,1
SIN-0387,POL-0183,ASE-0088,Salud,Atención Médica,1686.95,10,Verde,0.06888533962123855,0,Bajo,0
SIN-0388,POL-0040,ASE-0094,Hogar,Robo Contenido,1074.83,26,Verde,0.07099966206151126,0,Bajo,0
SIN-0389,POL-0004,ASE-0231,Vehículos,Robo,21942.43,11,Verde,0.03965897290974338,0,Bajo,0
SIN-0390,POL-0157,ASE-0183,Salud,Hospitalización,1401.07,11,Verde,0.06998457552584099,0,Bajo,0
SIN-0391,POL-0228,ASE-0213,Vehículos,Responsabilidad Civil,9326.83,9,Verde,0.08896051245346147,0,Bajo,0
SIN-0392,POL-0055,ASE-0176,Vehículos,Responsabilidad Civil,4729.67,6,Verde,0.14324074677068604,0,Bajo,0
SIN-0393,POL-0028,ASE-0040,Vida,Fallecimiento,17288.57,11,Verde,0.03775969186839034,0,Bajo,0
SIN-0394,POL-0086,ASE-0023,Vida,Invalidez Parcial,7050.36,26,Verde,0.06464034220507715,0,Bajo,0
SIN-0395,POL-0090,ASE-0023,Vehículos,Choque,4509.82,26,Verde,0.05246955779865032,0,Bajo,0
SIN-0396,POL-0259,ASE-0057,Salud,Emergencia,899.74,13,Verde,0.1322207383824894,0,Bajo,0
SIN-0397,POL-0197,ASE-0220,Hogar,Terremoto,21359.59,0,Verde,0.0678919351172655,0,Bajo,0
SIN-0398,POL-0144,ASE-0173,Vehículos,Choque,4848.0,25,Verde,0.1315969687841385,0,Bajo,0
SIN-0399,POL-0297,ASE-0078,Hogar,Responsabilidad Civil,19136.06,11,Verde,0.07289675144033272,0,Bajo,0
SIN-0400,POL-0204,ASE-0090,Hogar,Daño por Agua,6222.97,26,Verde,0.04289370692125038,0,Bajo,0
SIN-0401,POL-0204,ASE-0090,Vehículos,Robo Parcial,4600.78,15,Verde,0.1076055538298061,0,Bajo,0
SIN-0402,POL-0125,ASE-0006,Vida,Invalidez Total,45396.77,43,Amarillo,0.25135876262125323,0,Bajo,0
SIN-0403,POL-0048,ASE-0159,Vehículos,Pérdida Total,13332.69,47,Amarillo,0.2250598684268742,0,Bajo,0
SIN-0404,POL-0149,ASE-0052,Vehículos,Responsabilidad Civil,16305.05,0,Verde,0.09675322137667797,0,Bajo,0
SIN-0405,POL-0276,ASE-0186,Salud,Hospitalización,5647.93,11,Verde,0.08851999250158098,0,Bajo,0
SIN-0406,POL-0193,ASE-0196,Vehículos,Choque,7745.66,26,Verde,0.03323856598130491,0,Bajo,0
SIN-0407,POL-0228,ASE-0213,Salud,Maternidad,2659.29,5,Verde,0.09465360039687559,0,Bajo,0
SIN-0408,POL-0276,ASE-0186,Vehículos,Choque,2024.3,0,Verde,0.08426797905748024,0,Bajo,0
SIN-0409,POL-0154,ASE-0128,Hogar,Terremoto,21497.17,31,Verde,0.24528178653188204,0,Bajo,0
SIN-0410,POL-0244,ASE-0118,Generales,Incendio Comercial,16169.45,45,Amarillo,0.1577693885487464,0,Bajo,0
SIN-0411,POL-0027,ASE-0198,Vehículos,Daño Parcial,1561.6,49,Amarillo,0.32567316622783443,0,Medio,0
SIN-0412,POL-0261,ASE-0021,Hogar,Terremoto,12803.53,13,Verde,0.05931830791254428,0,Bajo,0
SIN-0413,POL-0098,ASE-0044,Generales,Daño Equipos,3837.06,6,Verde,0.06275233766922557,0,Bajo,0
SIN-0414,POL-0162,ASE-0088,Salud,Atención Médica,2656.51,11,Verde,0.037216251858904446,0,Bajo,0
SIN-0415,POL-0244,ASE-0118,Generales,Responsabilidad Civil,32291.89,91,Rojo,0.9582912946880036,1,Alto,1
SIN-0416,POL-0032,ASE-0108,Vehículos,Robo Parcial,3504.35,56,Amarillo,0.28908224579188446,0,Bajo,0
SIN-0417,POL-0259,ASE-0057,Hogar,Responsabilidad Civil,14812.17,46,Amarillo,0.3742609993663833,0,Medio,0
SIN-0418,POL-0155,ASE-0222,Generales,Responsabilidad Civil,11357.34,27,Verde,0.1871789897243373,0,Bajo,0
SIN-0419,POL-0236,ASE-0005,Generales,Incendio Comercial,15020.23,11,Verde,0.09201729282608785,0,Bajo,0
SIN-0420,POL-0297,ASE-0078,Generales,Daño Equipos,3298.1,0,Verde,0.044642113334475785,0,Bajo,0
SIN-0421,POL-0187,ASE-0092,Salud,Atención Médica,465.2,44,Amarillo,0.30069419352871796,0,Medio,0
SIN-0422,POL-0203,ASE-0091,Salud,Atención Médica,2365.06,45,Amarillo,0.1872146701014476,0,Bajo,0
SIN-0423,POL-0096,ASE-0058,Vehículos,Volcadura,10206.03,89,Rojo,0.8601860063804468,1,Alto,1
SIN-0424,POL-0066,ASE-0158,Vehículos,Choque,2587.54,9,Verde,0.04196758387713035,0,Bajo,0
SIN-0425,POL-0074,ASE-0170,Salud,Atención Médica,2278.72,56,Amarillo,0.28654518663661616,0,Bajo,0
SIN-0426,POL-0177,ASE-0115,Vehículos,Pérdida Total,24804.85,10,Verde,0.06881110288259809,0,Bajo,0
SIN-0427,POL-0078,ASE-0127,Hogar,Responsabilidad Civil,6177.67,26,Verde,0.040339360959588094,0,Bajo,0
SIN-0428,POL-0096,ASE-0058,Vehículos,Volcadura,4279.82,100,Rojo,0.8702637829262698,1,Alto,1
SIN-0429,POL-0042,ASE-0084,Generales,Responsabilidad Civil,6139.02,94,Rojo,0.8332615606331943,1,Alto,1
SIN-0430,POL-0209,ASE-0142,Vehículos,Robo,42544.2,76,Rojo,0.9842109799839647,1,Alto,1
SIN-0431,POL-0111,ASE-0161,Salud,Atención Médica,1826.6,13,Verde,0.059635712319670305,0,Bajo,0
SIN-0432,POL-0132,ASE-0015,Salud,Atención Médica,1711.59,58,Amarillo,0.39226650967908555,0,Medio,0
SIN-0433,POL-0175,ASE-0188,Vehículos,Robo Parcial,3290.19,49,Amarillo,0.4165801869753132,0,Medio,0
SIN-0434,POL-0266,ASE-0075,Salud,Emergencia,1850.52,26,Verde,0.06302312196468304,0,Bajo,0
SIN-0435,POL-0001,ASE-0033,Salud,Hospitalización,5140.44,56,Amarillo,0.29195143787369376,0,Bajo,0
SIN-0436,POL-0243,ASE-0048,Vehículos,Robo Parcial,1425.99,11,Verde,0.08932961960860741,0,Bajo,0
SIN-0437,POL-0204,ASE-0090,Vehículos,Robo,27058.67,80,Rojo,0.9856334058272063,1,Alto,1
SIN-0438,POL-0141,ASE-0112,Salud,Atención Médica,290.25,16,Verde,0.07608013069003429,0,Bajo,0
SIN-0439,POL-0211,ASE-0204,Vehículos,Daño Parcial,1868.42,56,Amarillo,0.3069377755508304,0,Medio,0
SIN-0440,POL-0036,ASE-0059,Vehículos,Robo Parcial,4740.77,11,Verde,0.0898709232746017,0,Bajo,0
SIN-0441,POL-0162,ASE-0088,Vehículos,Responsabilidad Civil,2244.37,11,Verde,0.05154546521620332,0,Bajo,0
SIN-0442,POL-0139,ASE-0146,Hogar,Daño por Agua,17290.81,100,Rojo,0.8652712598108259,1,Alto,1
SIN-0443,POL-0212,ASE-0137,Vida,Enfermedades Graves,29470.47,5,Verde,0.17487468132685652,0,Bajo,0
SIN-0444,POL-0251,ASE-0216,Vehículos,Choque,35052.77,100,Rojo,0.5635127583100532,1,Medio,1
SIN-0445,POL-0005,ASE-0055,Vehículos,Robo,38930.29,76,Rojo,0.9493318090783671,1,Alto,1
SIN-0446,POL-0094,ASE-0119,Hogar,Responsabilidad Civil,15838.19,11,Verde,0.06685264333161102,0,Bajo,0
SIN-0447,POL-0297,ASE-0078,Vehículos,Choque,5241.82,11,Verde,0.05999834394189805,0,Bajo,0
SIN-0448,POL-0046,ASE-0207,Vida,Invalidez Total,20996.04,71,Amarillo,0.4271233693528645,0,Medio,0
SIN-0449,POL-0050,ASE-0229,Hogar,Daño por Agua,3775.87,11,Verde,0.044809124612663995,0,Bajo,0
SIN-0450,POL-0155,ASE-0222,Vida,Fallecimiento,16939.73,15,Verde,0.029442729936628623,0,Bajo,0
